D,d,alpha,z,u,mu_c,w1,w1p,b2,N2_visible,N2_tensor_Phi_0.2,N2_tensor_Phi_0.4,A_visible,A_tensor_Phi_0.2,A_tensor_Phi_0.4
3,1,0.0,3.0,8.856029770405572,17.12809984132014,2.0730240934165098e-06,-1.4045628833721403e-06,0.04140638721695039,-0.000367524527510095,-0.00036768986128394383,-0.00036818709305028863,,,
3,1,0.0,3.0,9.134857076631443,17.12809984132014,1.7211704624446785e-06,-1.1305645005511559e-06,0.0414576339729852,-0.00032492315822329446,-0.0003250692085504833,-0.00032550844647871556,,,
3,1,0.0,3.0,9.422463109748785,17.12809984132014,1.4290383790303733e-06,-9.10018575414226e-07,0.04150580001934903,-0.0002872458152607585,-0.00028737483151346205,-0.0002877628404559173,,,
3,1,0.0,3.0,9.719124263224513,17.12809984132014,1.1864906613272352e-06,-7.324969962507223e-07,0.041551070553564974,-0.0002539257822764149,-0.0002540397513818093,-0.00025438250690384625,,,
3,1,0.0,3.0,10.0251256326243,17.12809984132014,9.851109229475822e-07,-5.896062069039571e-07,0.04159361963996512,-0.00022446115157312755,-0.0002245618286482672,-0.0002248646091605994,,,
3,1,0.0,3.0,10.340761289593479,17.12809984132014,8.17911440531184e-07,-4.7459022583026274e-07,0.04163361087897089,-0.00019840748140660303,-0.00019849641681265835,-0.00019876388493518998,,,
3,1,0.0,3.0,10.666334564464032,17.12809984132014,6.790906219257804e-07,-3.8201113271564077e-07,0.04167119803613542,-0.00017537127752372764,-0.00017544984076104235,-0.00017568611518570249,,,
3,1,0.0,3.0,11.002158337759367,17.12809984132014,5.638316517886543e-07,-3.074919031194001e-07,0.0417065256333438,-0.0001550042045743139,-0.00015507360538810606,-0.00015528232435289483,,,
3,1,0.0,3.0,11.348555340876878,17.12809984132014,4.6813532223549414e-07,-2.4750942314862257e-07,0.04173972950452733,-0.00013699794167071808,-0.00013705924869117662,-0.00013724362603908087,,,
3,1,0.0,3.0,11.70585846623742,17.12809984132014,3.886812438333391e-07,-1.9922789136617845e-07,0.04177093731793114,-0.00012107962098079163,-0.00012113377818779215,-0.00012129665288339122,,,
3,1,0.0,3.0,12.074411087199618,17.12809984132014,3.227126181131237e-07,-1.6036472657218114e-07,0.0418002690670003,-0.00010700777997605382,-0.00010705562124240813,-0.0001071995011098003,,,
3,1,0.0,3.0,12.454567388046547,17.12809984132014,2.6794057116324465e-07,-1.2908263836158783e-07,0.04182783753174174,-9.4568768202913e-05,-9.461103013932267e-05,-9.473813049253805e-05,,,
3,1,0.0,3.0,12.846692704361802,17.12809984132014,2.224647272173763e-07,-1.0390275532294272e-07,0.041853748712371505,-8.357356423417568e-05,-8.361089753575396e-05,-8.372317530273142e-05,,,
3,1,0.0,3.0,13.251163874122188,17.12809984132014,1.8470726508745223e-07,-8.363470203985118e-08,0.04187810223687021,-7.385495256147425e-05,-7.388793203027882e-05,-7.398711589503033e-05,,,
3,1,0.0,3.0,13.668369599844336,17.12809984132014,1.5335816848123212e-07,-6.732031789179748e-08,0.041900991744077215,-6.526502001648862e-05,-6.529415341404398e-05,-6.538177044008646e-05,,,
3,1,0.0,3.0,14.098710822133345,17.12809984132014,1.2732976989018877e-07,-5.4188355979702294e-08,0.04192250524370271,-5.767293950777987e-05,-5.7698675375215465e-05,-5.7776074524171363e-05,,,
3,1,0.0,3.0,14.542601104992336,17.12809984132014,1.0571901035828549e-07,-4.361801987284799e-08,0.041942725454736714,-5.096300516464362e-05,-5.098573973036173e-05,-5.105411263636158e-05,,,
3,1,0.0,3.0,15.000467033263332,17.12809984132014,8.777610533433288e-08,-3.510961390030949e-08,0.041961730123495675,-4.5032891423826985e-05,-4.5052974705004244e-05,-4.51133740245932e-05,,,
3,1,0.0,3.0,15.472748622581346,17.12809984132014,7.28785291556867e-08,-2.826091914344714e-08,0.04197959232256448,-3.9792112666858584e-05,-3.980985385953284e-05,-3.986320948204077e-05,,,
3,1,0.0,3.0,15.959899742235592,17.12809984132014,6.050941532901715e-08,-2.2748178073166716e-08,0.04199638073175101,-3.516065803101333e-05,-3.517633027123549e-05,-3.522346363766254e-05,,,
3,1,0.0,3.0,16.46238855134432,17.12809984132014,5.023962305682788e-08,-1.8310788727477773e-08,0.04201215990216475,-3.106778276712975e-05,-3.108162733659506e-05,-3.112326408780282e-05,,,
