D,d,alpha,z,width,case,observable,mu_c,mu_convention,coeff_O_delta2_epsilon2,visible_baseline_coeff,ratio_to_visible_baseline,turning_point_u_star,width_regime,zero_mode_status,response_status,source_rule,method_status,portal_profile,notes
3,1,3.0,2.5,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,12.396767183364396,b0(infinity)=mu; analytic-locus anchor mu=4,4.988153149894527e-05,4.972799028139785e-05,1.0030876216126685,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,3.0,0.1,baseline,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.2995237843645413e-05,2.2995237843645413e-05,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,3.0,3.0,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.2995237843645413e-05,2.2995237843645413e-05,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,3.0,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.2075428329899596e-05,2.2995237843645413e-05,0.96,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,3.0,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,1.9315999788662145e-05,2.2995237843645413e-05,0.84,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,3.0,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,1.4716952219933064e-05,2.2995237843645413e-05,0.64,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,3.0,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.230538070833605e-05,2.2995237843645413e-05,0.97,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,3.0,3.0,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.2995237843645413e-05,2.2995237843645413e-05,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,3.0,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.2995237843645413e-05,2.2995237843645413e-05,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,3.0,0.1,III-b_Phi_0p2_l1,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.3015765061337903e-05,2.2995237843645413e-05,1.0008926725538594,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.2/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,3.0,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,14.946235632467632,b0(infinity)=mu; analytic-locus anchor mu=4,2.3077506055960784e-05,2.2995237843645413e-05,1.0035776195434354,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,4.0,0.1,baseline,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.572383789187446e-06,4.572383789187446e-06,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,3.0,4.0,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.572383789187446e-06,4.572383789187446e-06,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,4.0,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.389488437619948e-06,4.572383789187446e-06,0.96,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,4.0,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,3.8408023829174545e-06,4.572383789187446e-06,0.84,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,4.0,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,2.9263256250799653e-06,4.572383789187446e-06,0.64,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,4.0,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.435212275511822e-06,4.572383789187446e-06,0.97,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,3.0,4.0,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.572383789187446e-06,4.572383789187446e-06,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,4.0,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.572383789187446e-06,4.572383789187446e-06,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,4.0,0.1,III-b_Phi_0p2_l1,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.577330096243215e-06,4.572383789187446e-06,1.0010817786266029,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.2/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,4.0,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,19.919187122215657,b0(infinity)=mu; analytic-locus anchor mu=4,4.592211455573895e-06,4.572383789187446e-06,1.0043363959152634,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,5.0,0.1,baseline,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.493816830822289e-07,8.493816830822289e-07,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,3.0,5.0,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.493816830822289e-07,8.493816830822289e-07,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,5.0,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.154064157589398e-07,8.493816830822289e-07,0.96,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,5.0,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,7.134806137890723e-07,8.493816830822289e-07,0.84,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,5.0,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,5.436042771726265e-07,8.493816830822289e-07,0.64,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,3.0,5.0,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.23900232589762e-07,8.493816830822289e-07,0.97,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,3.0,5.0,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.493816830822289e-07,8.493816830822289e-07,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,5.0,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.493816830822289e-07,8.493816830822289e-07,1.0,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,3.0,5.0,0.1,III-b_Phi_0p2_l1,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.504197252772214e-07,8.493816830822289e-07,1.0012221151169938,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.2/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,3.0,5.0,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,24.761080871216752,b0(infinity)=mu; analytic-locus anchor mu=4,8.535433799588108e-07,8.493816830822289e-07,1.004899678153501,6.74976948825949,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,4.0,1.0,0.1,baseline,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031902881413384515,0.00031902881413384515,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.0,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031902881413384515,0.00031902881413384515,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.0,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00030626766156849133,0.00031902881413384515,0.96,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.0,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.0002679842038724299,0.00031902881413384515,0.84,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.0,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00020417844104566089,0.00031902881413384515,0.64,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.0,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.0003094579497098298,0.00031902881413384515,0.97,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,4.0,1.0,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031902881413384515,0.00031902881413384515,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.0,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031902881413384515,0.00031902881413384515,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.0,0.1,III-b_Phi_0p2_l1,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031919395470610026,0.00031902881413384515,1.0005176352885348,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.2/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,4.0,1.0,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,5.098369289639935,b0(infinity)=mu; analytic-locus anchor mu=4,0.00031969033028944306,0.00031902881413384515,1.0020735310614306,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,4.0,1.5,0.1,baseline,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00019526624402866225,0.00019526624402866225,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.5,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00019526624402866225,0.00019526624402866225,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.5,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00018745559426751576,0.00019526624402866225,0.96,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.5,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00016402364498407628,0.00019526624402866225,0.84,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.5,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00012497039617834384,0.00019526624402866225,0.64,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,1.5,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00018940825670780238,0.00019526624402866225,0.97,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,4.0,1.5,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00019526624402866225,0.00019526624402866225,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.5,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00019526624402866225,0.00019526624402866225,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,1.5,0.1,III-b_Phi_0p2_l1,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.000195379373697376,0.00019526624402866225,1.0005793611142393,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.2/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,4.0,1.5,0.1,III-b_Phi_0p4_l1,DeltaS_int_O_delta2_epsilon2,7.5999425061329555,b0(infinity)=mu; analytic-locus anchor mu=4,0.00019571946262983593,0.00019526624402866225,1.0023210289286208,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,"Phi(u)=0.4/(1+u^2)^2, Z=exp(Phi^2)",Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
3,1,4.0,2.0,0.1,baseline,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00011252759963409776,0.00011252759963409776,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,,
3,1,4.0,2.0,0.1,I_temporal_U1_qX_0p5,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00011252759963409776,0.00011252759963409776,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,2.0,0.1,II_aDM_0p4,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00010802649564873385,0.00011252759963409776,0.96,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,2.0,0.1,II_aDM_0p8,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,9.452318369264211e-05,0.00011252759963409776,0.84,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,2.0,0.1,II_aDM_1p2,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,7.201766376582256e-05,0.00011252759963409776,0.64,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,,
3,1,4.0,2.0,0.1,II-b_aDM_0p4_muX_0p5,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00010915177164507482,0.00011252759963409776,0.97,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,LOCKED_PROFILE_MUX_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,,mu_X nonzero row uses the stated locked-profile source prescription; not a full independent hidden-profile solve.
3,1,4.0,2.0,0.1,III-a_Phi_0p2,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00011252759963409776,0.00011252759963409776,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
3,1,4.0,2.0,0.1,III-a_Phi_0p4,DeltaS_int_O_delta2_epsilon2,10.12823538754985,b0(infinity)=mu; analytic-locus anchor mu=4,0.00011252759963409776,0.00011252759963409776,1.0,5.549003836968112,SMALL_WIDTH_CONTROLLED,CONVERGED,CONVERGED,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
