D,d,alpha,z,valid,reason,seconds,mu_c,zero_nodes,zero_rms,mu2,b2_fredholm_residual,metric_nodes,metric_rms,metric_anchor_rel_error,response_Finf,response_anchor_rel_error
4,2,0.5,4.0,True,,0.018017053604125977,19.981425092016643,891.0,9.893638586772833e-07,,,,,,4.097219011312908e-09,
4,2,0.5,5.0,True,,0.021611690521240234,24.81376942906432,861.0,9.875660964622815e-07,,,,,,9.258464296892119e-09,
4,2,1.0,1.0,True,,0.01985788345336914,4.529004984995093,1098.0,9.999126004006954e-07,,,,,,1.1727369660193867e-08,
4,2,1.0,1.5,True,,0.01643204689025879,7.165173563434757,997.0,9.735373310733296e-07,,,,,,9.184717364135026e-11,
4,2,1.0,2.0,True,,0.018424510955810547,9.800641372011581,972.0,9.794702935279483e-07,,,,,,2.873069158121273e-10,
4,2,1.0,2.5,True,,0.01923227310180664,12.396767183364396,951.0,9.74669015888758e-07,,,,,,6.7634744472778e-10,
4,2,1.0,3.0,True,,0.019656658172607422,14.946235632467632,929.0,9.87272399464121e-07,,,,,,1.3432512549208055e-09,
4,2,1.0,4.0,True,,0.02125692367553711,19.919187122215657,891.0,9.985545872228999e-07,,,,,,3.897246929459317e-09,
4,2,1.0,5.0,True,,0.022686004638671875,24.761080871216752,861.0,9.826645837468595e-07,,,,,,8.774051534817514e-09,
4,2,1.5,1.0,True,,0.02297067642211914,5.098369289639935,1129.0,9.778544095663852e-07,,,,,,5.193547931456487e-11,
4,2,1.5,1.5,True,,0.016339778900146484,7.5999425061329555,1004.0,9.409164350185256e-07,,,,,,8.924028834530425e-11,
4,2,1.5,2.0,True,,0.019605159759521484,10.12823538754985,975.0,9.922175357952902e-07,,,,,,2.788306155457186e-10,
4,2,1.5,2.5,True,,0.020110130310058594,12.64735452915431,951.0,9.77466785503355e-07,,,,,,6.506681487209687e-10,
4,2,1.5,3.0,True,,0.01953434944152832,15.144054978063117,929.0,9.548520781006844e-07,,,,,,1.285628332942184e-09,
4,2,1.5,4.0,True,,0.021086454391479492,20.059969964679528,891.0,9.804250704372698e-07,,,,,,3.7105683248360787e-09,
4,2,1.5,5.0,True,,0.021695613861083984,24.882152274369822,859.0,9.995974435271315e-07,,,,,,8.341610783581513e-09,
