width,direct_RT_first_variation,PPO_Eq65_W4_W6_series,ratio_direct_to_series,c4,c6
0.05,1.3796392515521533e-06,1.4217760806317755e-06,0.9703632452018053,0.22275182052405962,1.8929409508097663
0.08,8.914960660686127e-06,9.620137681274557e-06,0.9266978245060832,0.22275182052405962,1.8929409508097663
0.1,2.1485244973835117e-05,2.4168123003215733e-05,0.88899104704889,0.22275182052405962,1.8929409508097663
0.12,4.3856959116462285e-05,5.1842108895931744e-05,0.8459717409355605,0.22275182052405962,1.8929409508097663
0.18,0.00020841651362877282,0.0002982190827510515,0.6988704804070354,0.22275182052405962,1.8929409508097663
0.24,0.0006045190795142363,0.00110078372915392,0.5491715252539928,0.22275182052405962,1.8929409508097663
0.3,0.0013274839654101504,0.0031842436993852023,0.416891447619557,0.22275182052405962,1.8929409508097663
