D,d,theta,z,width,case_id,case_label,case,quantity_id,quantity_label,y_value,y_ratio,mu_c,observable,coefficient_method,paper_use_flag,source_rule,method_status,source_file,source_status,notes
4,2,2.0,2.0,0.24,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-1.710922990812668e-05,0.84,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.0,0.3,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-0.000140130939737,0.8400000000000001,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.0,0.05,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-8.775314990793384e-13,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.08,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-1.4804360600019758e-10,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.1,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-1.714191972312904e-09,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.12,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-1.2629028280135212e-08,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.18,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-1.0232094913194725e-06,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.24,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-2.036813084300796e-05,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.3,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-0.000166822547306,1.0,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.0,0.05,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-1.7975632666593724e-08,20484.316158967336,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.08,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-7.377287983470702e-08,498.3185821251108,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.1,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-1.4551315465730592e-07,84.8873154276704,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.12,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-2.61115401182986e-07,20.675810948472304,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.18,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-1.8620125209682864e-06,1.8197764355832369,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.24,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-2.2361210921237136e-05,1.0978528709183628,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.0,0.3,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-0.0001707941888396,1.0238075823546573,10.557354062038945,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.5,0.05,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-3.1009504733663727e-14,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.08,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-4.1851119334347135e-12,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.1,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-7.422455403401564e-11,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.12,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-7.900485852112801e-10,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.18,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-1.4963807024982114e-07,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.24,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-5.720728533136471e-06,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.3,visible_baseline,visible baseline,baseline,hee_abs,O_12^(2),-8.135412870287894e-05,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_VISIBLE_EOM,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.05,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-3.1009504733663727e-14,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.08,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-4.1851119334347135e-12,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.1,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-7.422455403401564e-11,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.12,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-7.900485852112801e-10,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.18,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-1.4963807024982114e-07,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.24,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-5.720728533136471e-06,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.3,case_I,Case I: temporal hidden U(1),I_temporal_U1_qX_0p5,hee_abs,O_12^(2),-8.135412870287894e-05,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.05,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-2.6047983976277533e-14,0.84,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.08,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-3.515494024085159e-12,0.84,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.1,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-6.234862538857313e-11,0.84,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.12,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-6.636408115774753e-10,0.84,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.18,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-1.2569597900984974e-07,0.8399999999999999,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.24,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-4.8054119678346354e-06,0.84,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.3,case_II,"Case II: hidden SU(2), alpha_dm=0.8",II_aDM_0p8,hee_abs,O_12^(2),-6.833746811041831e-05,0.8400000000000001,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_MINIMAL_HIDDEN_SU2_MUX0,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,
4,2,2.0,2.5,0.05,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-3.1009504733663727e-14,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.08,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-4.1851119334347135e-12,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.1,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-7.422455403401564e-11,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.12,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-7.900485852112801e-10,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.18,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-1.4963807024982114e-07,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.24,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-5.720728533136471e-06,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.3,case_IIIa,Case III-a: homogeneous adjoint scalar,III-a_Phi_0p4,hee_abs,O_12^(2),-8.135412870287894e-05,1.0,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_STRICT_SMALL_WIDTH,STRICT_LEADING_ORDER_ISOTROPIC_NULL,FINAL_STRICT_EOM_RT,v98_FULL_D345_off_locus_HEE_all_cases.csv,strict_or_selection_rule,"At leading O(delta^2 epsilon^2), an epsilon-independent homogeneous isotropic dark source does not alter this anisotropy-induced coefficient."
4,2,2.0,2.5,0.05,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-6.959128951344915e-09,224419.2227872033,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.5,0.08,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-3.605992570499475e-08,8616.23924963948,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.5,0.1,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-7.880792237450894e-08,1061.7500286817865,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
4,2,2.0,2.5,0.12,case_IIIb,"Case III-b: tensor portal, Phi_h=0.4, lambda=1",III-b_Phi_0p4_l1,hee_abs,O_12^(2),-1.498280856224196e-07,189.6441414199249,13.017423506418908,O12_EE_O_delta2_epsilon2,PAPER_SMALL_WIDTH_FIRST_VARIATION,PAPER_READY_ONLY_WITH_PRESCRIPTION_QUALIFIER,Z_WEIGHTED_RESPONSE_PRESCRIPTION,FINAL_WITH_EXPLICIT_PRESCRIPTION,v98_FULL_D345_off_locus_HEE_all_cases.csv,prescription_flagged,Tensor row recomputes the metric response with a radial Z-weighted YM stress while holding the onset profile fixed; model prescription explicitly recorded.
