accepted_points,alpha_dm,c2,c2_sign,c4,claim2_candidate,delta2,fit_success,max_abs_residual,message,mu0,mu0_minus_mu_c,mu_X,mu_c,point_key,psi_sq_max,psi_sq_min,rmse,closure_mode,classification,mu_extremal_max
4,0.0,0.053421299271679074,positive,-0.003399281927757908,False,0.2,True,4.837485079178805e-09,,3.305453326496625,0.00027724637435921906,1.5,3.3051760801222656,d0.20_a0.0_nu1.5,0.02227966401537332,0.0013904166418939174,3.137899912216665e-09,,,
4,0.0,0.08715197532953937,positive,-0.0110972555243844,False,0.2,True,8.270534923582318e-09,,3.178690433128575,0.00018164399783682228,2.0,3.178508789130738,d0.20_a0.0_nu2.0,0.014071086323723671,0.0008777630673689674,5.3645113425605e-09,,,
4,0.4,0.03497204897256116,positive,-0.0013242064877235348,False,0.2,True,1.2743646138346776e-09,,3.391111977247132,0.0004147943057439818,0.0,3.390697182941388,d0.20_a0.4_nu0.0,0.03442962313051292,0.0021489529196799,8.266477216724464e-10,,,
4,0.4,0.041732151688511604,positive,-0.0021641324143892153,False,0.2,True,2.6154380883269823e-09,,3.349437104891118,0.00036052636681604966,0.5,3.349076578524302,d0.20_a0.4_nu0.5,0.030052143293254067,0.0018752849121942358,1.696518782343651e-09,,,
4,0.4,0.056667794877810054,positive,-0.004958339229963764,False,0.2,True,7.012023406360868e-09,,3.2744388343290183,0.0002816795698308283,1.0,3.2741571547591874,d0.20_a0.4_nu1.0,0.02343897362124436,0.0014619233922843877,4.5481222571092754e-09,,,
4,0.4,0.10077241118489393,positive,-0.02510138092024033,False,0.2,True,9.934586486792796e-11,,3.1506785931854564,0.0001766050654752327,1.5,3.150501988119981,d0.20_a0.4_nu1.5,0.014462160740789548,0.0009007705892760474,6.442610889018394e-11,,,
7,0.4,0.6050192215473529,positive,-5.4945366648269856,False,0.2,True,3.761114086842099e-09,,2.9296350772549657,3.940769938814981e-05,2.0,2.9295956695555776,d0.20_a0.4_nu2.0,0.0007461611344463919,1.85253750627829e-06,2.0706584785339702e-09,dense_neighbor_seed_repair,,
4,0.8,0.03247462380413815,positive,-0.001386102579606966,False,0.2,True,5.528200119897519e-10,,3.2389021303295977,0.0004763391660431715,0.0,3.2384257911635546,d0.20_a0.8_nu0.0,0.040964574247527114,0.0025560576732303153,3.585876260947594e-10,,,
4,0.8,0.0440686207068875,positive,-0.0031972488287831547,False,0.2,True,4.336703884888493e-09,,3.1950743474585415,0.0003786455615606421,0.5,3.194695701896981,d0.20_a0.8_nu0.5,0.0328612621821767,0.0020493042465346595,2.812812013796974e-09,,,
4,0.8,0.07316109327629614,positive,-0.012679609196180964,False,0.2,True,6.335430402515385e-09,,3.1112770323912446,0.00025758303212120026,1.0,3.1110194493591234,d0.20_a0.8_nu1.0,0.022384846579352278,0.0013940911429364132,4.108519410703844e-09,,,
