D,d,theta,z,Delta,U,nh,A,m2,status,message,u,Phi,Phi2
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,13.194473676816663,0.02336396493826374,0.0005458748576364173
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,13.389225893485674,0.022991965389369665,0.0005286304724659726
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,13.5868526792225,0.022625849175906643,0.0005119290509308753
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,13.78739646305551,0.022265524878761333,0.0004957535981267399
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,13.990900300271276,0.021910902416973552,0.00048008764472613747
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,14.19740788165821,0.02156189309225121,0.00046491523372167037
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,14.406963542886682,0.02121840953387913,0.00045022090314741274
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,14.619612274027562,0.02088036564904673,0.0004359896696378907
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,14.83539972921125,0.02054767660698206,0.00042220701394511776
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,15.05437223642927,0.020220258831845694,0.0004088588672268338
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,15.276576807480593,0.01989803004321668,0.0003959315996007536
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,15.502061148064689,0.019580909203306494,0.00038341200522813294
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,15.730873668023623,0.019268816470943934,0.0003712872881909203
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,15.96306349173525,0.018961673186249712,0.0003595450500221413
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,16.198680468659912,0.01865940186372051,0.00034817327791181646
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,16.437775184042728,0.018361926229089533,0.00033716033484252613
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,16.680398969773876,0.018069171168928422,0.0003264949467320341
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,16.926603915409167,0.017781062688114732,0.0003161661903186659
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,17.17644287935332,0.017497527895133216,0.00030616348244096503
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,17.429969500208262,0.0172184949954432,0.00029647656990810253
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,17.687238208288914,0.01694389332506807,0.0002870955210112863
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,17.94830423730904,0.016673653302624714,0.000278010714456128
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,18.213223636239473,0.016407706390086166,0.0002692128289832744
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,18.482053281341464,0.016145985078765947,0.0002606928341637326
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,18.754850888377533,0.01588842288303266,0.00025244198171007587
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,19.031675025002702,0.015634954370940857,0.0002444517981814026
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,19.312585123338486,0.015385515118692992,0.00023671407546753062
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,19.597641492732578,0.015140041674503418,0.00022922086190570027
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,19.886905332706757,0.014898471545298492,0.00022196445438606884
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,20.180438746096065,0.0146607431908192,0.00021493739090715152
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,20.47830475238178,0.014426796051570415,0.00020813244431360772
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,20.78056730122126,0.014196570505692611,0.00020154261412310136
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,21.08729128617742,0.013970007835732054,0.000195161118930415
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,21.398542558650988,0.013747050216070606,0.0001889813896431669
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,21.714387942018252,0.013527640707439939,0.00018299706310958612
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,22.034895245977594,0.013311723282434802,0.00017720197674811678
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,22.360133281107686,0.013099242784751006,0.0001715901615338513
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,22.69017187364068,0.012890144898668174,0.00016615583550866114
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,23.025081880453357,0.012684376137209536,0.0001608933979902107
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,23.36493520427959,0.012481883837077172,0.00015579742412228837
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,23.709804809147307,0.012282616181948619,0.00015086266027306607
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,24.059764736043384,0.0120865221640213,0.00014608401802137814
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,24.41489011880968,0.011893551556019075,0.00014145656861568376
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,24.77525720027373,0.011703654900071355,0.00013697553801996423
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,25.140943348617487,0.01151678350306867,0.00013263630225655466
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,25.512027073987767,0.011332889457938821,0.00012843438346586087
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,25.888588045351774,0.011151925607426144,0.00012436544475356696
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,26.270707107601456,0.010973845518439336,0.0001204252854625711
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,26.658466298910255,0.010798603471631595,0.00011660983693753395
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,27.05194886834621,0.010626154457167953,0.00011291515854759037
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,27.451239293744838,0.010456454194157373,0.00010933743431451132
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,27.856423299845964,0.010289459096586448,0.0001058729685003256
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,28.267587876698123,0.010125126249833999,0.0001025181815750775
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,28.684821298334775,0.009963413400928092,9.926960659779348e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,29.108213141726054,0.009804278954711308,9.612388582179505e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,29.537854306010303,0.009647681991587434,9.307776781080047e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,29.973837032009392,0.009493582235523615,9.012810366264955e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,30.41625492203226,0.009341940032565652,8.727184357205273e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,30.865202959970564,0.009192716341744164,8.450603373977021e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,31.32077753169108,0.00904587273161982,8.182781347666303e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,31.783076445728963,0.008901371396488238,7.923441273821896e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,32.25219895428663,0.008759175126360626,7.672314889425469e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,32.728245774542415,0.008619247287323285,7.42914238000298e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,33.211319110273855,0.00848155181306244,7.193672115766277e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,33.701522673800014,0.008346053201768995,6.965660404675849e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,34.19896170824788,0.008212716530931686,6.744871281743859e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,34.7037430101472,0.008081507429204585,6.53107623282889e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,35.21597495235899,0.007952392058463478,6.3240539451513e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,35.735767507342274,0.007825337105917646,6.123590082125156e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,36.263232270764526,0.007700309781352021,5.929477072878561e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,36.798482485460354,0.007577277830626981,5.741513932251112e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,37.341633065743935,0.0074562095093402905,5.559506024717658e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,37.892800622080216,0.007337073566442685,5.383264851939198e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,38.45210348612044,0.007219839236904124,5.212607860674033e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,39.01966173610703,0.00710447623927073,5.0473582634362376e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,39.5955972226535,0.006990954787978741,4.887344884756288e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,40.180033594904884,0.006879245568719246,4.7324019594743386e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,40.77309632708436,0.006769319723484498,4.5823689518756245e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,41.374912745431594,0.006661148843756377,4.437090391867692e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,41.98561205553883,0.0065547049683550565,4.296415722217846e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,42.60532537009023,0.006449960594665513,4.16019916727379e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,43.23418573701101,0.006346888655614571,4.0282995606768935e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,43.87232816803174,0.006245462506028722,3.900580191421056e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,44.51988966767436,0.006145655916312893,3.776908664171166e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,45.17700926266613,0.006047443070568223,3.657156769176361e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,45.84382803178761,0.005950798576820901,3.541200370189366e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,46.52048913616126,0.0058556974455233,3.4289192573508094e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,47.20713784998702,0.005762115077112667,3.3201970161889114e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,47.90392159173173,0.005670027256149152,3.2149209085474276e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,48.61098995577875,0.005579410149680712,3.112981761836015e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,49.32849474454478,0.005490240316556548,3.0142738733542942e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,50.056590001070646,0.005402494687366504,2.91869488470233e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,50.79543204209341,0.00531615055309835,2.8261456703207888e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,51.54517949160626,0.005231185559705228,2.7365302360068497e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,52.30599331491403,0.005147577706696435,2.6497556246478132e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,53.07803685319116,0.005065305355610932,2.565731834558079e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,53.86147585854998,0.004984347211312015,2.484371712291386e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,54.65647852962641,0.004904682311648943,2.4055908578202023e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,55.463215547691036,0.004826290022425054,2.3293075380559625e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,56.281860113292986,0.004749150036194295,2.2554426066284272e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,57.11258798344502,0.004673242379963995,2.1839194341891547e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,57.95557750935715,0.004598547397765083,2.1146638169492013e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,58.811009674727416,0.004525045741231072,2.0476038960233465e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,59.67906813459765,0.004452718364939621,1.982670083747057e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,60.55993925478301,0.004381546525395667,1.9197949954206842e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,61.4538121518833,0.00431151178802716,1.8589133898297155e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,62.36087873388493,0.004242596010954222,1.799962091216468e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,63.28133374136208,0.004174781336405661,1.7428799206801036e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,64.21537478928626,0.0041080501864080065,1.6876076334046857e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,65.16320240945261,0.00404238526193742,1.634087860592886e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,66.12502009353278,0.003977769549266825,1.58226505870744e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,67.10103433676294,0.003914186304860917,1.5320854429160757e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,68.09145468227692,0.0038516190475567525,1.4834969287501986e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,69.09649376609357,0.0037900515545758987,1.4364490786343186e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,70.1163673627682,0.003729467860828333,1.3908930524951461e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,71.15129443171759,0.003669852264664844,1.3467815644465683e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,72.20149716422927,0.003611189313828103,1.3040688260306287e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,73.26720103116422,0.003553463798330084,1.2627104966042468e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,74.34863483136384,0.0034966607467642784,1.2226636377962121e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,75.44603074077129,0.003440765425746077,1.1838866715009582e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,76.55962436227817,0.003385763345119939,1.1463393429157759e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,77.6896547763066,0.0033316402449002696,1.1099826721439128e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,78.83636459213812,0.0032783820887839535,1.0747789120059438e-05
3,1,2.0,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,80.0,0.0032259750607410782,1.0406915092523404e-05
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.001,0.3225161711577434,0.10401668065825083
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0157748954343067,0.31875709647451295,0.10160608655286195
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0307678703242527,0.3150204231080108,0.09923786697515015
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0459821435521088,0.3113064877230698,0.0969117292984738
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0614209815112843,0.30761562139145754,0.09462737052405255
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0770876988075964,0.3039481491879793,0.09238447739479812
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.0929856589708935,0.30030438997428305,0.09018272663782627
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1091182751771793,0.29668465608527655,0.08802178515643883
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1254890109813966,0.2930892528147391,0.08590131011550203
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1421013810610285,0.2895184780706007,0.08382094914431691
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1589589519706731,0.2859726220577475,0.08178034056658329
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1760653429077566,0.28245196712309417,0.07977911373170547
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.1934242264895492,0.2789567874974479,0.07781688929089631
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.2110393295416486,0.27548734883906456,0.07589327937037645
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.228914433898103,0.2720439079545687,0.07400788785519384
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.2470533772133428,0.2686267125511843,0.0721603106960566
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.2654600537860965,0.26523600116146595,0.07035013631212517
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.284138415395469,0.26187200295729357,0.06857694593286477
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.3030924721493597,0.2585349373666491,0.06684031383917718
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.3223262933454027,0.2552250138747045,0.0651398077073431
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.3418440083446166,0.25194243185866366,0.06347498897085738
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.3616498074579462,0.24868738060423592,0.0618454132717961
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.3817479428458934,0.24546003920129836,0.060250630844702925
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.4021427294314246,0.2422605762421239,0.05869018680116593
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.4228385458263526,0.23908914970965084,0.05716362150888383
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.443839835271393,0.23594590690044445,0.0556704709830732
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.465151106590096,0.2328309845369238,0.05421026736043325
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.486776935156857,0.22974450874633795,0.052782539299096154
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.5087219638792164,0.22668659484127934,0.051386812280734336
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.5309909041946586,0.22365734729448938,0.05002260899880784
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.553588537082122,0.22065685974786217,0.048689449753787716
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.5765197140884417,0.2176852152166573,0.047386852923922404
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.5997893583699403,0.21474248614616048,0.046114335356233924
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.6234024657493937,0.21182873426869755,0.04487141266187848
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.6473641057885977,0.20894401065761467,0.04365759958968939
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.6716794228767664,0.20608835581379034,0.04247241040203145
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.6963536373349948,0.20326179995157273,0.04131535931955317
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.7213920465370234,0.2004643631217466,0.040185960881807474
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.746800026046546,0.19769605513421137,0.039083730215629144
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.7725830307713035,0.19495687567875578,0.038008183374421835
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.7987465961342135,0.1922468144758864,0.036958837676125886
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.8252963392617843,0.18956585162965875,0.035935212104077796
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.852237960190072,0.18691395780184916,0.034936827621151446
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.8795772430884359,0.18429109418637427,0.03396320739641107
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.9073200575013574,0.18169721268149985,0.03301387709622619
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.9354723596085888,0.17913225608920566,0.032088365171608756
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.9640401935039016,0.1765961585176405,0.031186203203187608
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,1.9930296924927087,0.174088845589799,0.030306926158788883
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,2.022447080408841,0.1716102344546366,0.029450072569575346
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,2.052298672950759,0.1691602339943776,0.028615184765032584
4,2,0.5,1.0,1.1,80.0,4.0,5.0,-3.19,0,The algorithm converged to the desired accuracy.,2.0825908790374865,0.16673874505600822,0.027801809102852505
