alpha_dm,gamma,mu_ratio,stress,fd,old_mu,old_stress
0.988,-0.7236953131014751,0.7389564895684629,0.8087239368607847,0.34371786330565657,0.8694619025581282,0.755964
0.992,-0.7264955908164278,0.7366596761998269,0.8071122173858142,0.34546228524551004,0.8683225207260261,0.753984
0.996,-0.7292807891822524,0.7343577441885506,0.8054868034447654,0.34719476872582855,0.867177029216065,0.751996
1.0,-0.7320508075688773,0.7320508075688773,0.8038475772933681,0.3489152603740189,0.8660254037844386,0.75
1.004,-0.7348055487020092,0.7297389797112537,0.8021944235064435,0.3506237105761125,0.8648676199280443,0.747996
1.008,-0.7375449186554817,0.7274223732896419,0.8005272290297956,0.35232007341848254,0.8637036528810099,0.745984
1.012,-0.7402688268418672,0.7251011002496578,0.7988458832298647,0.3540043066284922,0.8625334776111592,0.7439640000000001
1.016,-0.7429771860013911,0.7227752717775474,0.7971502779411322,0.3556763715141646,0.8613570688164113,0.7419359999999999
1.02,-0.7456699121891918,0.720444998270001,0.7954403075112614,0.35733623290296557,0.8601744009211155,0.7399
1.024,-0.7483469247609755,0.7181103893048122,0.7937158688439702,0.35898385907978714,0.8589854480723175,0.7378560000000001
1.028,-0.751008146357107,0.7157715536123838,0.7919768614396319,0.36061922172421906,0.8577901841359575,0.735804
1.032,-0.7536535028851828,0.7134285990480792,0.7902231874335975,0.3622422958471907,0.8565885826929985,0.733744
1.036,-0.7562829235011401,0.711081632565424,0.7884547516322502,0.3638530597270691,0.8553806170354809,0.731676
1.04,-0.7588963405889382,0.708730760190153,0.7866714615467859,0.3654514948452887,0.854166260162505,0.7296
1.044,-0.7614936897388699,0.7063760869951038,0.784873227424738,0.3670375858215945,0.8529454847761374,0.727516
1.048,-0.7640749097245468,0.7040177170759514,0.7830599622792493,0.3686113203489727,0.8517182632772412,0.725424
1.052,-0.766639942478604,0.7016557535277832,0.7812315819161059,0.3701726891283391,0.8504845677612263,0.723324
1.056,-0.7691887330671789,0.6992902984225086,0.7793880049585508,0.37172168580306164,0.8492443700137199,0.721216
1.06,-0.7717212296632084,0.6969214527870955,0.7775291528698934,0.37325830689338096,0.8479976415061542,0.7191
1.064,-0.7742373835185927,0.6945493165826313,0.7756549499739337,0.3747825517307955,0.84674435339127,0.716976
1.068,-0.7767371489352771,0.6921739886841988,0.7737653234732269,0.3762944223924767,0.845484476498534,0.714844
1.072,-0.779220483235297,0.6897955668615592,0.7718602034652113,0.3777939236357731,0.8442179813294668,0.712704
1.076,-0.7816873467298369,0.687414147760634,0.7699395229562277,0.37928106283286345,0.8429448380528823,0.710556
1.08,-0.7841377026873471,0.6850298268857778,0.7680032178734555,0.3807558499056136,0.8416650165000324,0.7083999999999999
1.084,-0.7865715173007715,0.6826426985828287,0.7660512270748014,0.3822182972606926,0.8403784861596589,0.706236
1.088,-0.7889887596539278,0.6802528560229287,0.7640834923567699,0.3836684197249985,0.8390852161729463,0.704064
1.092,-0.7913894016870896,0.6778603911871025,0.7620999584603477,0.3851062344814417,0.8377851753283774,0.701884
1.096,-0.7937734181618158,0.67546539485158,0.7601005730749427,0.3865317610051352,0.8364783320564854,0.6996959999999999
1.1,-0.7961407866250733,0.6730679565738544,0.7580852868404098,0.38794502100003303,0.8351646544245033,0.6975
1.104,-0.7984914873726973,0.6706681646794598,0.7560540533472044,0.38934603833606185,0.8338441101309044,0.6952959999999999
1.108,-0.8008255034122329,0.6682661062494564,0.7540068291347021,0.3907348389867819,0.8325166664998365,0.6930839999999999
1.112,-0.803142820425203,0.665861867108609,0.751943573687724,0.392111450967618,0.8311822904754407,0.6908639999999999
1.116,-0.805443426728844,0.6634555318142453,0.7498642494313127,0.3934759042746941,0.8298409486160585,0.6886359999999999
1.12,-0.8077273132373527,0.6610471836457791,0.7477688217237973,0.39482823082430524,0.8284926070883191,0.6863999999999999
1.124,-0.8099944734226846,0.6586369045948818,0.7456572588481944,0.39616846439305736,0.8271372316611071,0.684156
1.1280000000000001,-0.8122449032749433,0.6562247753562911,0.7435295320019859,0.39749664055870376,0.8257747876994066,0.681904
1.1320000000000001,-0.8144786012624033,0.6538108753192369,0.7413856152853203,0.39881279664170655,0.8244052401580183,0.6796439999999999
1.1360000000000001,-0.8166955682912028,0.6513952825594717,0.7392254856876842,0.40011697164754617,0.8230285535751478,0.677376
1.1400000000000001,-0.818895807664745,0.6489780738318874,0.7370491230730857,0.4014092062098041,0.8216446920658588,0.6750999999999999
1.1440000000000001,-0.8210793250428429,0.6465593245637045,0.734856510163798,0.4026895425340361,0.8202536193153919,0.6728159999999999
1.1480000000000001,-0.8232461284006491,0.6441391088482146,0.7326476325227127,0.40395802434246225,0.8188552985723423,0.6705239999999999
1.1520000000000001,-0.8253962279873988,0.6417174994390626,0.7304224785343425,0.4052146968194829,0.817449692641694,0.6682239999999999
1.156,-0.8275296362850052,0.6392945677450489,0.728181039384527,0.40645960655804414,0.8160367638777067,0.6659160000000001
1.16,-0.8296463679665369,0.636870383825437,0.7259233090388837,0.40769280150686127,0.8146164741766521,0.6636
1.164,-0.8317464398546139,0.6344450163857489,0.7236492842200544,0.40891433091851725,0.8131887849693944,0.661276
1.168,-0.8338298708797468,0.6320185327740314,0.7213589643837911,0.41012424529844344,0.8117536572138127,0.658944
1.172,-0.835896682038658,0.629590998977574,0.7190523516939302,0.4113225963547971,0.8103110513870584,0.656604
1.176,-0.8379468963526058,0.6271624796200661,0.7167294509963003,0.41250943694923864,0.8088609274776475,0.6542560000000001
1.18,-0.8399805388257447,0.6247330379591715,0.7143902697916097,0.4136848210486189,0.8074032449773781,0.6519
1.184,-0.8419976364035489,0.6223027358845059,0.7120348182073611,0.4148488036775818,0.8059379628730738,0.6495360000000001
1.188,-0.8439982179313219,0.6198716339159988,0.7096631089688368,0.41600144087208507,0.8044650396381436,0.6471640000000001
1.192,-0.8459823141128227,0.6174397912026242,0.707275157369202,0.4171427896338438,0.8029844332239574,0.644784
1.196,-0.8479499574690279,0.6150072655214808,0.7048709812387689,0.4182729078856983,0.8014961010510282,0.642396
1.2,-0.8499011822970576,0.6125741132772069,0.7024506009134672,0.4193918544279066,0.8,0.64
