D,scan,x,W,case,baseline_value,response_value,response_ratio,relative_to_visible,observable
4,z,1.675,0.1,II,-4.202281493906053e-08,-3.6625789306706324e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.675,0.1,III-a,-4.202281493906053e-08,-4.202281493906053e-08,1.0,0.0,O12^(2)
4,z,1.675,0.1,III-b,-4.202281493906053e-08,-4.206523399888404e-08,1.001009429279905,0.0010094292799049942,O12^(2)
4,z,1.7000000000000002,0.1,vis,-3.6283525751264127e-08,-3.6283525751264127e-08,1.0,0.0,O12^(2)
4,z,1.7000000000000002,0.1,I,-3.6283525751264127e-08,-3.6283525751264127e-08,1.0,0.0,O12^(2)
4,z,1.7000000000000002,0.1,II,-3.6283525751264127e-08,-3.1623601879059714e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.7000000000000002,0.1,III-a,-3.6283525751264127e-08,-3.6283525751264127e-08,1.0,0.0,O12^(2)
4,z,1.7000000000000002,0.1,III-b,-3.6283525751264127e-08,-3.632015163559559e-08,1.001009435648083,0.0010094356480829791,O12^(2)
4,z,1.725,0.1,vis,-3.098688436860616e-08,-3.098688436860616e-08,1.0,0.0,O12^(2)
4,z,1.725,0.1,I,-3.098688436860616e-08,-3.098688436860616e-08,1.0,0.0,O12^(2)
4,z,1.725,0.1,II,-3.098688436860616e-08,-2.7007212624895456e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.725,0.1,III-a,-3.098688436860616e-08,-3.098688436860616e-08,1.0,0.0,O12^(2)
4,z,1.725,0.1,III-b,-3.098688436860616e-08,-3.101816381925761e-08,1.0010094416166324,0.0010094416166324116,O12^(2)
4,z,1.75,0.1,vis,-2.613309554149074e-08,-2.613309554149074e-08,1.0,0.0,O12^(2)
4,z,1.75,0.1,I,-2.613309554149074e-08,-2.613309554149074e-08,1.0,0.0,O12^(2)
4,z,1.75,0.1,II,-2.613309554149074e-08,-2.277679999835024e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.75,0.1,III-a,-2.613309554149074e-08,-2.613309554149074e-08,1.0,0.0,O12^(2)
4,z,1.75,0.1,III-b,-2.613309554149074e-08,-2.61594755219162e-08,1.001009447211624,0.0010094472116239928,O12^(2)
4,z,1.775,0.1,vis,-2.172236402032201e-08,-2.172236402032201e-08,1.0,0.0,O12^(2)
4,z,1.775,0.1,I,-2.172236402032201e-08,-2.172236402032201e-08,1.0,0.0,O12^(2)
4,z,1.775,0.1,II,-2.172236402032201e-08,-1.893254245356079e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.775,0.1,III-a,-2.172236402032201e-08,-2.172236402032201e-08,1.0,0.0,O12^(2)
4,z,1.775,0.1,III-b,-2.172236402032201e-08,-2.174429171403175e-08,1.0010094524559678,0.0010094524559678408,O12^(2)
4,z,1.8,0.1,vis,-1.7754894555504087e-08,-1.7754894555504087e-08,1.0,0.0,O12^(2)
4,z,1.8,0.1,I,-1.7754894555504087e-08,-1.7754894555504087e-08,1.0,0.0,O12^(2)
4,z,1.8,0.1,II,-1.7754894555504087e-08,-1.5474618444663808e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.8,0.1,III-a,-1.7754894555504087e-08,-1.7754894555504087e-08,1.0,0.0,O12^(2)
4,z,1.8,0.1,III-b,-1.7754894555504087e-08,-1.777281736471119e-08,1.001009457372505,0.0010094573725050182,O12^(2)
4,z,1.8250000000000002,0.1,vis,-1.4230891897441187e-08,-1.4230891897441187e-08,1.0,0.0,O12^(2)
4,z,1.8250000000000002,0.1,I,-1.4230891897441187e-08,-1.4230891897441187e-08,1.0,0.0,O12^(2)
4,z,1.8250000000000002,0.1,II,-1.4230891897441187e-08,-1.240320642579608e-08,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.8250000000000002,0.1,III-a,-1.4230891897441187e-08,-1.4230891897441187e-08,1.0,0.0,O12^(2)
4,z,1.8250000000000002,0.1,III-b,-1.4230891897441187e-08,-1.424525744177181e-08,1.0010094619813117,0.0010094619813116879,O12^(2)
4,z,1.85,0.1,vis,-1.1150560796537426e-08,-1.1150560796537426e-08,1.0,0.0,O12^(2)
4,z,1.85,0.1,I,-1.1150560796537426e-08,-1.1150560796537426e-08,1.0,0.0,O12^(2)
4,z,1.85,0.1,II,-1.1150560796537426e-08,-9.718484851094305e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.85,0.1,III-a,-1.1150560796537426e-08,-1.1150560796537426e-08,1.0,0.0,O12^(2)
4,z,1.85,0.1,III-b,-1.1150560796537426e-08,-1.1161816911914435e-08,1.0010094663024038,0.0010094663024038386,O12^(2)
4,z,1.875,0.1,vis,-8.514106003196984e-09,-8.514106003196984e-09,1.0,0.0,O12^(2)
4,z,1.875,0.1,I,-8.514106003196984e-09,-8.514106003196984e-09,1.0,0.0,O12^(2)
4,z,1.875,0.1,II,-8.514106003196984e-09,-7.420632174695237e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.875,0.1,III-a,-8.514106003196984e-09,-8.514106003196984e-09,1.0,0.0,O12^(2)
4,z,1.875,0.1,III-b,-8.514106003196984e-09,-8.522700740792721e-09,1.0010094703533772,0.0010094703533771732,O12^(2)
4,z,1.9,0.1,vis,-6.321732267823985e-09,-6.321732267823985e-09,1.0,0.0,O12^(2)
4,z,1.9,0.1,I,-6.321732267823985e-09,-6.321732267823985e-09,1.0,0.0,O12^(2)
4,z,1.9,0.1,II,-6.321732267823985e-09,-5.509826850735582e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.9,0.1,III-a,-6.321732267823985e-09,-6.321732267823985e-09,1.0,0.0,O12^(2)
4,z,1.9,0.1,III-b,-6.321732267823985e-09,-6.328113893142804e-09,1.0010094741517763,0.001009474151776324,O12^(2)
4,z,1.925,0.1,vis,-4.573644340822541e-09,-4.573644340822541e-09,1.0,0.0,O12^(2)
4,z,1.925,0.1,I,-4.573644340822541e-09,-4.573644340822541e-09,1.0,0.0,O12^(2)
4,z,1.925,0.1,II,-4.573644340822541e-09,-3.986247333352036e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.925,0.1,III-a,-4.573644340822541e-09,-4.573644340822541e-09,1.0,0.0,O12^(2)
4,z,1.925,0.1,III-b,-4.573644340822541e-09,-4.578261332851912e-09,1.0010094777130265,0.0010094777130265076,O12^(2)
4,z,1.9500000000000002,0.1,vis,-3.2700469725968597e-09,-3.2700469725968597e-09,1.0,0.0,O12^(2)
4,z,1.9500000000000002,0.1,I,-3.2700469725968597e-09,-3.2700469725968597e-09,1.0,0.0,O12^(2)
4,z,1.9500000000000002,0.1,II,-3.2700469725968597e-09,-2.8500720766813775e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.9500000000000002,0.1,III-a,-3.2700469725968597e-09,-3.2700469725968597e-09,1.0,0.0,O12^(2)
4,z,1.9500000000000002,0.1,III-b,-3.2700469725968597e-09,-3.2733480230565113e-09,1.0010094810525092,0.001009481052509198,O12^(2)
4,z,1.975,0.1,vis,-2.4111449135510638e-09,-2.4111449135510638e-09,1.0,0.0,O12^(2)
4,z,1.975,0.1,I,-2.4111449135510638e-09,-2.4111449135510638e-09,1.0,0.0,O12^(2)
4,z,1.975,0.1,II,-2.4111449135510638e-09,-2.101479534860312e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,1.975,0.1,III-a,-2.4111449135510638e-09,-2.4111449135510638e-09,1.0,0.0,O12^(2)
4,z,1.975,0.1,III-b,-2.4111449135510638e-09,-2.4135789262060222e-09,1.0010094841837498,0.001009484183749798,O12^(2)
4,z,2.0,0.1,vis,-1.997142914089345e-09,-1.997142914089345e-09,1.0,0.0,O12^(2)
4,z,2.0,0.1,I,-1.997142914089345e-09,-1.997142914089345e-09,1.0,0.0,O12^(2)
4,z,2.0,0.1,II,-1.997142914089345e-09,-1.740648162025605e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.0,0.1,III-a,-1.997142914089345e-09,-1.997142914089345e-09,1.0,0.0,O12^(2)
4,z,2.0,0.1,III-b,-1.997142914089345e-09,-1.9991590041383884e-09,1.0010094871202357,0.0010094871202357414,O12^(2)
4,z,2.0250000000000004,0.1,vis,-1.8103434550384986e-09,-1.8103434550384986e-09,1.0,0.0,O12^(2)
4,z,2.0250000000000004,0.1,I,-1.8103434550384986e-09,-1.8103434550384986e-09,1.0,0.0,O12^(2)
4,z,2.0250000000000004,0.1,II,-1.8103434550384986e-09,-1.577839515348211e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.0250000000000004,0.1,III-a,-1.8103434550384986e-09,-1.8103434550384986e-09,1.0,0.0,O12^(2)
4,z,2.0250000000000004,0.1,III-b,-1.8103434550384986e-09,-1.812170978424514e-09,1.0010094898738298,0.0010094898738297609,O12^(2)
4,z,2.05,0.1,vis,-1.6329128805448168e-09,-1.6329128805448168e-09,1.0,0.0,O12^(2)
4,z,2.05,0.1,I,-1.6329128805448168e-09,-1.6329128805448168e-09,1.0,0.0,O12^(2)
4,z,2.05,0.1,II,-1.6329128805448168e-09,-1.4231964994674968e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.05,0.1,III-a,-1.6329128805448168e-09,-1.6329128805448168e-09,1.0,0.0,O12^(2)
4,z,2.05,0.1,III-b,-1.6329128805448168e-09,-1.6345612937796208e-09,1.0010094924563606,0.0010094924563606167,O12^(2)
4,z,2.075,0.1,vis,-1.464851735991545e-09,-1.464851735991545e-09,1.0,0.0,O12^(2)
4,z,2.075,0.1,I,-1.464851735991545e-09,-1.464851735991545e-09,1.0,0.0,O12^(2)
4,z,2.075,0.1,II,-1.464851735991545e-09,-1.2767195897226767e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.075,0.1,III-a,-1.464851735991545e-09,-1.464851735991545e-09,1.0,0.0,O12^(2)
4,z,2.075,0.1,III-b,-1.464851735991545e-09,-1.466330496316401e-09,1.0010094948782342,0.0010094948782342072,O12^(2)
4,z,2.1,0.1,vis,-1.3061605667619504e-09,-1.3061605667619504e-09,1.0,0.0,O12^(2)
4,z,2.1,0.1,I,-1.3061605667619504e-09,-1.3061605667619504e-09,1.0,0.0,O12^(2)
4,z,2.1,0.1,II,-1.3061605667619504e-09,-1.138409261452984e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.1,0.1,III-a,-1.3061605667619504e-09,-1.3061605667619504e-09,1.0,0.0,O12^(2)
4,z,2.1,0.1,III-b,-1.3061605667619504e-09,-1.3074791321313142e-09,1.0010094971498278,0.0010094971498277872,O12^(2)
4,z,2.125,0.1,vis,-1.1568399182392894e-09,-1.1568399182392894e-09,1.0,0.0,O12^(2)
4,z,2.125,0.1,I,-1.1568399182392894e-09,-1.1568399182392894e-09,1.0,0.0,O12^(2)
4,z,2.125,0.1,II,-1.1568399182392894e-09,-1.0082659899976425e-09,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.125,0.1,III-a,-1.1568399182392894e-09,-1.1568399182392894e-09,1.0,0.0,O12^(2)
4,z,2.125,0.1,III-b,-1.1568399182392894e-09,-1.1580077473041405e-09,1.001009499280271,0.0010094992802709424,O12^(2)
4,z,2.1500000000000004,0.1,vis,-1.016890335806817e-09,-1.016890335806817e-09,1.0,0.0,O12^(2)
4,z,2.1500000000000004,0.1,I,-1.016890335806817e-09,-1.016890335806817e-09,1.0,0.0,O12^(2)
4,z,2.1500000000000004,0.1,II,-1.016890335806817e-09,-8.862902506958751e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.1500000000000004,0.1,III-a,-1.016890335806817e-09,-1.016890335806817e-09,1.0,0.0,O12^(2)
4,z,2.1500000000000004,0.1,III-b,-1.016890335806817e-09,-1.0179168879010798e-09,1.0010095012786686,0.001009501278668612,O12^(2)
4,z,2.175,0.1,vis,-8.863123648477995e-10,-8.863123648477995e-10,1.0,0.0,O12^(2)
4,z,2.175,0.1,I,-8.863123648477995e-10,-8.863123648477995e-10,1.0,0.0,O12^(2)
4,z,2.175,0.1,II,-8.863123648477995e-10,-7.724825188869143e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.175,0.1,III-a,-8.863123648477995e-10,-8.863123648477995e-10,1.0,0.0,O12^(2)
4,z,2.175,0.1,III-b,-8.863123648477995e-10,-8.872070999746854e-10,1.0010095031530328,0.0010095031530328313,O12^(2)
4,z,2.2,0.1,vis,-7.651065507454857e-10,-7.651065507454857e-10,1.0,0.0,O12^(2)
4,z,2.2,0.1,I,-7.651065507454857e-10,-7.651065507454857e-10,1.0,0.0,O12^(2)
4,z,2.2,0.1,II,-7.651065507454857e-10,-6.668432699099773e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.2,0.1,III-a,-7.651065507454857e-10,-7.651065507454857e-10,1.0,0.0,O12^(2)
4,z,2.2,0.1,III-b,-7.651065507454857e-10,-7.65878929566172e-10,1.0010095049113537,0.0010095049113536536,O12^(2)
4,z,2.225,0.1,vis,-6.532734388831404e-10,-6.532734388831404e-10,1.0,0.0,O12^(2)
4,z,2.225,0.1,I,-6.532734388831404e-10,-6.532734388831404e-10,1.0,0.0,O12^(2)
4,z,2.225,0.1,II,-6.532734388831404e-10,-5.693729791042955e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.225,0.1,III-a,-6.532734388831404e-10,-6.532734388831404e-10,1.0,0.0,O12^(2)
4,z,2.225,0.1,III-b,-6.532734388831404e-10,-6.539329227056003e-10,1.0010095065606637,0.0010095065606636755,O12^(2)
4,z,2.25,0.1,vis,-5.508135746440202e-10,-5.508135746440202e-10,1.0,0.0,O12^(2)
4,z,2.25,0.1,I,-5.508135746440202e-10,-5.508135746440202e-10,1.0,0.0,O12^(2)
4,z,2.25,0.1,II,-5.508135746440202e-10,-4.80072121809093e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.25,0.1,III-a,-5.508135746440202e-10,-5.508135746440202e-10,1.0,0.0,O12^(2)
4,z,2.25,0.1,III-b,-5.508135746440202e-10,-5.513696254136069e-10,1.0010095081079764,0.001009508107976398,O12^(2)
4,z,2.2750000000000004,0.1,vis,-4.577275034113817e-10,-4.577275034113817e-10,1.0,0.0,O12^(2)
4,z,2.2750000000000004,0.1,I,-4.577275034113817e-10,-4.577275034113817e-10,1.0,0.0,O12^(2)
4,z,2.2750000000000004,0.1,II,-4.577275034113817e-10,-3.989411733635938e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.2750000000000004,0.1,III-a,-4.577275034113817e-10,-4.577275034113817e-10,1.0,0.0,O12^(2)
4,z,2.2750000000000004,0.1,III-b,-4.577275034113817e-10,-4.5818958370170545e-10,1.0010095095594649,0.0010095095594648829,O12^(2)
4,z,2.3,0.1,vis,-3.740157705684882e-10,-3.740157705684882e-10,1.0,0.0,O12^(2)
4,z,2.3,0.1,I,-3.740157705684882e-10,-3.740157705684882e-10,1.0,0.0,O12^(2)
4,z,2.3,0.1,II,-3.740157705684882e-10,-3.2598060910702784e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.3,0.1,III-a,-3.740157705684882e-10,-3.740157705684882e-10,1.0,0.0,O12^(2)
4,z,2.3,0.1,III-b,-3.740157705684882e-10,-3.743933435736107e-10,1.001009510921287,0.0010095109212870934,O12^(2)
4,z,2.325,0.1,vis,-2.9967892149859173e-10,-2.9967892149859173e-10,1.0,0.0,O12^(2)
4,z,2.325,0.1,I,-2.9967892149859173e-10,-2.9967892149859173e-10,1.0,0.0,O12^(2)
4,z,2.325,0.1,II,-2.9967892149859173e-10,-2.611909043786153e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.325,0.1,III-a,-2.9967892149859173e-10,-2.9967892149859173e-10,1.0,0.0,O12^(2)
4,z,2.325,0.1,III-b,-2.9967892149859173e-10,-2.999814510255868e-10,1.0010095121988634,0.0010095121988633604,O12^(2)
4,z,2.35,0.1,vis,-2.3471750158495495e-10,-2.3471750158495495e-10,1.0,0.0,O12^(2)
4,z,2.35,0.1,I,-2.3471750158495495e-10,-2.3471750158495495e-10,1.0,0.0,O12^(2)
4,z,2.35,0.1,II,-2.3471750158495495e-10,-2.045725345175855e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.35,0.1,III-a,-2.3471750158495495e-10,-2.3471750158495495e-10,1.0,0.0,O12^(2)
4,z,2.35,0.1,III-b,-2.3471750158495495e-10,-2.3495445204745624e-10,1.0010095133976002,0.001009513397600248,O12^(2)
4,z,2.375,0.1,vis,-1.7913205621083498e-10,-1.7913205621083498e-10,1.0,0.0,O12^(2)
4,z,2.375,0.1,I,-1.7913205621083498e-10,-1.7913205621083498e-10,1.0,0.0,O12^(2)
4,z,2.375,0.1,II,-1.7913205621083498e-10,-1.5612597486316302e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.375,0.1,III-a,-1.7913205621083498e-10,-1.7913205621083498e-10,1.0,0.0,O12^(2)
4,z,2.375,0.1,III-b,-1.7913205621083498e-10,-1.7931289262298186e-10,1.0010095145222586,0.0010095145222586144,O12^(2)
4,z,2.4000000000000004,0.1,vis,-1.3292313075949005e-10,-1.3292313075949005e-10,1.0,0.0,O12^(2)
4,z,2.4000000000000004,0.1,I,-1.3292313075949005e-10,-1.3292313075949005e-10,1.0,0.0,O12^(2)
4,z,2.4000000000000004,0.1,II,-1.3292313075949005e-10,-1.158517007545734e-10,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.4000000000000004,0.1,III-a,-1.3292313075949005e-10,-1.3292313075949005e-10,1.0,0.0,O12^(2)
4,z,2.4000000000000004,0.1,III-b,-1.3292313075949005e-10,-1.3305731873061337e-10,1.0010095155775869,0.0010095155775868836,O12^(2)
4,z,2.425,0.1,vis,-9.609127061417948e-11,-9.609127061417948e-11,1.0,0.0,O12^(2)
4,z,2.425,0.1,I,-9.609127061417948e-11,-9.609127061417948e-11,1.0,0.0,O12^(2)
4,z,2.425,0.1,II,-9.609127061417948e-11,-8.37501875310431e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.425,0.1,III-a,-9.609127061417948e-11,-9.609127061417948e-11,1.0,0.0,O12^(2)
4,z,2.425,0.1,III-b,-9.609127061417948e-11,-9.61882763438822e-11,1.0010095165677662,0.0010095165677661555,O12^(2)
4,z,2.45,0.1,vis,-6.863702115816005e-11,-6.863702115816005e-11,1.0,0.0,O12^(2)
4,z,2.45,0.1,I,-6.863702115816005e-11,-6.863702115816005e-11,1.0,0.0,O12^(2)
4,z,2.45,0.1,II,-6.863702115816005e-11,-5.982191053179635e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.45,0.1,III-a,-6.863702115816005e-11,-6.863702115816005e-11,1.0,0.0,O12^(2)
4,z,2.45,0.1,III-b,-6.863702115816005e-11,-6.870631143195896e-11,1.0010095174969678,0.00100951749696776,O12^(2)
4,z,2.475,0.1,vis,-5.0560927774691753e-11,-5.0560927774691753e-11,1.0,0.0,O12^(2)
4,z,2.475,0.1,I,-5.0560927774691753e-11,-5.0560927774691753e-11,1.0,0.0,O12^(2)
4,z,2.475,0.1,II,-5.0560927774691753e-11,-4.406734509606024e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.475,0.1,III-a,-5.0560927774691753e-11,-5.0560927774691753e-11,1.0,0.0,O12^(2)
4,z,2.475,0.1,III-b,-5.0560927774691753e-11,-5.061196996002716e-11,1.001009518368865,0.0010095183688649811,O12^(2)
4,z,2.5,0.1,vis,-4.186353584703189e-11,-4.186353584703189e-11,1.0,0.0,O12^(2)
4,z,2.5,0.1,I,-4.186353584703189e-11,-4.186353584703189e-11,1.0,0.0,O12^(2)
4,z,2.5,0.1,II,-4.186353584703189e-11,-3.648696656305947e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.5,0.1,III-a,-4.186353584703189e-11,-4.186353584703189e-11,1.0,0.0,O12^(2)
4,z,2.5,0.1,III-b,-4.186353584703189e-11,-4.190579788971027e-11,1.0010095191871227,0.001009519187122665,O12^(2)
4,z,2.5250000000000004,0.1,vis,-3.795222253500174e-11,-3.795222253500174e-11,1.0,0.0,O12^(2)
4,z,2.5250000000000004,0.1,I,-3.795222253500174e-11,-3.795222253500174e-11,1.0,0.0,O12^(2)
4,z,2.5250000000000004,0.1,II,-3.795222253500174e-11,-3.307798652479517e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.5250000000000004,0.1,III-a,-3.795222253500174e-11,-3.795222253500174e-11,1.0,0.0,O12^(2)
4,z,2.5250000000000004,0.1,III-b,-3.795222253500174e-11,-3.799053606098622e-11,1.0010095199549682,0.0010095199549682299,O12^(2)
4,z,2.55,0.1,vis,-3.4234328488005334e-11,-3.4234328488005334e-11,1.0,0.0,O12^(2)
4,z,2.55,0.1,I,-3.4234328488005334e-11,-3.4234328488005334e-11,1.0,0.0,O12^(2)
4,z,2.55,0.1,II,-3.4234328488005334e-11,-2.983758475191498e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.55,0.1,III-a,-3.4234328488005334e-11,-3.4234328488005334e-11,1.0,0.0,O12^(2)
4,z,2.55,0.1,III-b,-3.4234328488005334e-11,-3.426888875043002e-11,1.0010095206756222,0.0010095206756222108,O12^(2)
4,z,2.575,0.1,vis,-3.071034432367517e-11,-3.071034432367517e-11,1.0,0.0,O12^(2)
4,z,2.575,0.1,I,-3.071034432367517e-11,-3.071034432367517e-11,1.0,0.0,O12^(2)
4,z,2.575,0.1,II,-3.071034432367517e-11,-2.6766188851614263e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.575,0.1,III-a,-3.071034432367517e-11,-3.071034432367517e-11,1.0,0.0,O12^(2)
4,z,2.575,0.1,III-b,-3.071034432367517e-11,-3.074134707199476e-11,1.001009521351921,0.0010095213519210056,O12^(2)
4,z,2.6,0.1,vis,-2.738076065964416e-11,-2.738076065964416e-11,1.0,0.0,O12^(2)
4,z,2.6,0.1,I,-2.738076065964416e-11,-2.738076065964416e-11,1.0,0.0,O12^(2)
4,z,2.6,0.1,II,-2.738076065964416e-11,-2.386422643108877e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.6,0.1,III-a,-2.738076065964416e-11,-2.738076065964416e-11,1.0,0.0,O12^(2)
4,z,2.6,0.1,III-b,-2.738076065964416e-11,-2.74084021395425e-11,1.0010095219866948,0.0010095219866947946,O12^(2)
4,z,2.625,0.1,vis,-2.4246068113545004e-11,-2.4246068113545004e-11,1.0,0.0,O12^(2)
4,z,2.625,0.1,I,-2.4246068113545004e-11,-2.4246068113545004e-11,1.0,0.0,O12^(2)
4,z,2.625,0.1,II,-2.4246068113545004e-11,-2.113212509753405e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.625,0.1,III-a,-2.4246068113545004e-11,-2.4246068113545004e-11,1.0,0.0,O12^(2)
4,z,2.625,0.1,III-b,-2.4246068113545004e-11,-2.4270545066840926e-11,1.0010095225824367,0.001009522582436695,O12^(2)
4,z,2.6500000000000004,0.1,vis,-2.1306757303010386e-11,-2.1306757303010386e-11,1.0,0.0,O12^(2)
4,z,2.6500000000000004,0.1,I,-2.1306757303010386e-11,-2.1306757303010386e-11,1.0,0.0,O12^(2)
4,z,2.6500000000000004,0.1,II,-2.1306757303010386e-11,-1.8570312458145646e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.6500000000000004,0.1,III-a,-2.1306757303010386e-11,-2.1306757303010386e-11,1.0,0.0,O12^(2)
4,z,2.6500000000000004,0.1,III-b,-2.1306757303010386e-11,-2.132826696758097e-11,1.0010095231416347,0.0010095231416347161,O12^(2)
4,z,2.675,0.1,vis,-1.8563318845673205e-11,-1.8563318845673205e-11,1.0,0.0,O12^(2)
4,z,2.675,0.1,I,-1.8563318845673205e-11,-1.8563318845673205e-11,1.0,0.0,O12^(2)
4,z,2.675,0.1,II,-1.8563318845673205e-11,-1.6179216120119287e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.675,0.1,III-a,-1.8563318845673205e-11,-1.8563318845673205e-11,1.0,0.0,O12^(2)
4,z,2.675,0.1,III-b,-1.8563318845673205e-11,-1.8582058955376335e-11,1.0010095236664804,0.0010095236664804386,O12^(2)
4,z,2.7,0.1,vis,-1.6016243359166015e-11,-1.6016243359166015e-11,1.0,0.0,O12^(2)
4,z,2.7,0.1,I,-1.6016243359166015e-11,-1.6016243359166015e-11,1.0,0.0,O12^(2)
4,z,2.7,0.1,II,-1.6016243359166015e-11,-1.39592636906504e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.7,0.1,III-a,-1.6016243359166015e-11,-1.6016243359166015e-11,1.0,0.0,O12^(2)
4,z,2.7,0.1,III-b,-1.6016243359166015e-11,-1.6032412143776096e-11,1.001009524159161,0.0010095241591610016,O12^(2)
4,z,2.725,0.1,vis,-1.3666021461121697e-11,-1.3666021461121697e-11,1.0,0.0,O12^(2)
4,z,2.725,0.1,I,-1.3666021461121697e-11,-1.3666021461121697e-11,1.0,0.0,O12^(2)
4,z,2.725,0.1,II,-1.3666021461121697e-11,-1.1910882776934699e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.725,0.1,III-a,-1.3666021461121697e-11,-1.3666021461121697e-11,1.0,0.0,O12^(2)
4,z,2.725,0.1,III-b,-1.3666021461121697e-11,-1.3679817646266064e-11,1.0010095246216038,0.0010095246216037523,O12^(2)
4,z,2.75,0.1,vis,-1.1513143769172951e-11,-1.1513143769172951e-11,1.0,0.0,O12^(2)
4,z,2.75,0.1,I,-1.1513143769172951e-11,-1.1513143769172951e-11,1.0,0.0,O12^(2)
4,z,2.75,0.1,II,-1.1513143769172951e-11,-1.0034500986167737e-11,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.75,0.1,III-a,-1.1513143769172951e-11,-1.1513143769172951e-11,1.0,0.0,O12^(2)
4,z,2.75,0.1,III-b,-1.1513143769172951e-11,-1.152476657627817e-11,1.0010095250557316,0.0010095250557315971,O12^(2)
4,z,2.7750000000000004,0.1,vis,-9.558100900952487e-12,-9.558100900952487e-12,1.0,0.0,O12^(2)
4,z,2.7750000000000004,0.1,I,-9.558100900952487e-12,-9.558100900952487e-12,1.0,0.0,O12^(2)
4,z,2.7750000000000004,0.1,II,-9.558100900952487e-12,-8.330545925545081e-12,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.7750000000000004,0.1,III-a,-9.558100900952487e-12,-9.558100900952487e-12,1.0,0.0,O12^(2)
4,z,2.7750000000000004,0.1,III-b,-9.558100900952487e-12,-9.56775004719221e-12,1.0010095254632394,0.0010095254632394024,O12^(2)
4,z,2.8,0.1,vis,-7.801383474093153e-12,-7.801383474093153e-12,1.0,0.0,O12^(2)
4,z,2.8,0.1,I,-7.801383474093153e-12,-7.801383474093153e-12,1.0,0.0,O12^(2)
4,z,2.8,0.1,II,-7.801383474093153e-12,-6.799445202262415e-12,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.8,0.1,III-a,-7.801383474093153e-12,-7.801383474093153e-12,1.0,0.0,O12^(2)
4,z,2.8,0.1,III-b,-7.801383474093153e-12,-7.809259172343391e-12,1.0010095258458185,0.001009525845818482,O12^(2)
4,z,2.825,0.1,vis,-6.243482106227562e-12,-6.243482106227562e-12,1.0,0.0,O12^(2)
4,z,2.825,0.1,I,-6.243482106227562e-12,-6.243482106227562e-12,1.0,0.0,O12^(2)
4,z,2.825,0.1,II,-6.243482106227562e-12,-5.441626423515215e-12,0.871569154989243,-0.12843084501075697,O12^(2)
4,z,2.825,0.1,III-a,-6.243482106227562e-12,-6.243482106227562e-12,1.0,0.0,O12^(2)
