point_key,delta2,alpha_dm,mu_X,mu_c,w0,success,message,residual_inf,temperature,mu,source,vev,rho,rho_d,epsilon,p_bar,Omega_ren,minus_p_bar,psi_abs,psi_sq,mu_minus_mu_c,accepted
d0.15_a0.4_nu1.5,0.15,0.4,1.5,3.39311296264324,0.04,True,,8.881784197001252e-16,0.06685114448301936,3.3938480695587505,-1.7564075194265172e-17,0.08945909974321942,1.1083657317717028,0.653725001551367,3.8545804802533894,1.2742043536536585,-1.3076700499959735,-1.2742043536536585,0.08945909974321942,0.00800293052686728,0.0007351069155103751,True
d0.15_a0.4_nu1.5,0.15,0.4,1.5,3.39311296264324,0.06,True,,1.7763568394002505e-15,0.06688236384692316,3.3942502993372123,-2.5587171270657905e-17,0.1342255612211642,1.108750651305532,0.6538668211432512,3.8559293233120115,1.274654245678903,-1.3084824243194237,-1.274654245678903,0.1342255612211642,0.018016501285136495,0.0011373366939722018,True
d0.15_a0.4_nu1.5,0.15,0.4,1.5,3.39311296264324,0.08,True,,2.220446049250313e-16,0.06692605028224652,3.3948134737178983,-7.697835424647081e-17,0.1790363148506971,1.1092897616706807,0.6540654436325599,3.857818633991883,1.275284410155109,-1.3096201364348734,-1.275284410155109,0.1790363148506971,0.03205400203531794,0.0017005110746581842,True
d0.15_a0.4_nu2.0,0.15,0.4,2.0,3.2885321462905592,0.02,True,,3.397282455352979e-14,0.04064788604389605,3.2889210953208194,-3.2074169709073175e-14,0.03788717268320235,1.1067244390485091,0.7973595761235839,4.098813714783319,1.35451392320374,-1.3912329921165094,-1.35451392320374,0.03788717268320235,0.0014354378539267946,0.00038894903026021055,True
d0.15_a0.4_nu2.0,0.15,0.4,2.0,3.2885321462905592,0.04,True,,8.881784197001252e-16,0.04066893812852042,3.2891785149598616,7.15573433840433e-18,0.0757915775076033,1.106946053315417,0.7974479798358087,4.099616245365723,1.3547804280551645,-1.391753364598292,-1.3547804280551645,0.0757915775076033,0.005744363221091039,0.000646368669302344,True
d0.15_a0.4_nu2.0,0.15,0.4,2.0,3.2885321462905592,0.06,True,,2.220446049250313e-15,0.040704010149391165,3.2896075603533323,-1.9905951886833861e-16,0.11373044766198044,1.107315547411254,0.7975953702088687,4.100954250590803,1.3552247562893172,-1.3926209248017276,-1.3552247562893172,0.11373044766198044,0.012934614725394472,0.0010754140627731168,True
d0.15_a0.4_nu2.0,0.15,0.4,2.0,3.2885321462905592,0.08,True,,1.1102230246251565e-15,0.04075307697730298,3.2902082652819846,5.833007687972014e-17,0.15172099718505094,1.107833078796908,0.7978017866605717,4.1028284445983445,1.3558471500100495,-1.3938358156193222,-1.3558471500100495,0.15172099718505094,0.023019260986826235,0.0016761189914253904,True
d0.15_a0.8_nu0.0,0.15,0.8,0.0,3.351353744537481,0.02,True,,1.84297022087776e-14,0.13950271438202583,3.3520846971651896,6.451545027374994e-16,0.05766098822248676,1.0056933896765206,0.40229397354121005,3.173706291212511,1.0503158251658533,-1.0739845356791564,-1.0503158251658533,0.05766098822248676,0.003324789562793757,0.0007309526277086142,True
d0.15_a0.8_nu0.0,0.15,0.8,0.0,3.351353744537481,0.04,True,,5.551115123125783e-16,0.13952573497516202,3.3523216563691,1.7780915628762273e-17,0.11533714819107742,1.005968498369766,0.40245387876902994,3.174492190240926,1.050580689936396,-1.0745038404385152,-1.050580689936396,0.11533714819107742,0.013302657752850553,0.0009679118316188173,True
d0.15_a0.8_nu0.0,0.15,0.8,0.0,3.351353744537481,0.06,True,,4.440892098500626e-16,0.13956408718848248,3.3527165887884616,4.228388472693467e-17,0.17304364977202508,1.0064271044472506,0.40272045324304684,3.175802450179617,1.051022278254095,-1.0753694203396216,-1.051022278254095,0.17304364977202508,0.029944104726423275,0.0013628442509805438,True
d0.15_a0.8_nu0.0,0.15,0.8,0.0,3.351353744537481,0.08,True,,4.440892098500626e-16,0.13961774931505466,3.3532694845039486,1.5612511283791264e-17,0.23079566479199107,1.0070693659995902,0.4030938038830915,3.177637702863649,1.0516408069925092,-1.0765814620393495,-1.0516408069925092,0.23079566479199107,0.05326663888677711,0.0019157399664675445,True
d0.15_a0.8_nu0.5,0.15,0.8,0.5,3.33440242636791,0.02,True,,3.3306690738754696e-16,0.11610893883072985,3.335056096803894,7.968885967768458e-18,0.054062176034603324,1.0605831763627205,0.5502504510304135,3.392659858918705,1.1223097975225755,-1.1491037335860874,-1.1223097975225755,0.054062176034603324,0.002922718877596438,0.0006536704359838552,True
d0.15_a0.8_nu0.5,0.15,0.8,0.5,3.33440242636791,0.04,True,,2.220446049250313e-16,0.11613799608317248,3.335306618248433,3.74049749507499e-17,0.10814122327434679,1.0608574791463075,0.5504117316041607,3.393464506480086,1.1225797278275422,-1.1497428811320924,-1.1225797278275422,0.10814122327434679,0.011694524171272124,0.00090419188052282,True
d0.15_a0.8_nu0.5,0.15,0.8,0.5,3.33440242636791,0.06,True,,7.993605777301127e-15,0.11618640464807939,3.3357241573784218,2.284413977426958e-15,0.16225400627301223,1.061314740855975,0.5506805980109917,3.3948060538205027,1.1230297722822797,-1.1508081754189234,-1.1230297722822797,0.16225400627301223,0.026326362551642692,0.0013217310105115843,True
d0.15_a0.8_nu0.5,0.15,0.8,0.5,3.33440242636791,0.08,True,,2.220446049250313e-16,0.11625413599278173,3.336308714447154,-4.7488055154865094e-17,0.21641739554870798,1.0619551777993295,0.55105719046335,3.3966851952463912,1.1236601678174338,-1.1522999931981674,-1.1236601678174338,0.21641739554870798,0.046836489096085926,0.0019062880792439785,True
d0.15_a0.8_nu1.0,0.15,0.8,1.0,3.2952166982594613,0.02,True,,2.4202861936828413e-14,0.0875912362259494,3.2957750457318222,1.2806596061398778e-15,0.049037212064325875,1.1087958849819006,0.695535862498469,3.659562915166134,1.2100727868710237,-1.2406667243583964,-1.2100727868710237,0.049037212064325875,0.002404648167041667,0.0005583474723609427,True
d0.15_a0.8_nu1.0,0.15,0.8,1.0,3.2952166982594613,0.04,True,,1.3322676295501878e-15,0.08762659031636454,3.2960439061216413,-1.2782743613604097e-16,0.09809378747795792,1.1090667292694818,0.6956967439498415,3.6603863092550455,1.2103476073480124,-1.2414171739797588,-1.2103476073480124,0.09809378747795792,0.009622391141770775,0.000827207862180046,True
d0.15_a0.8_nu1.0,0.15,0.8,1.0,3.2952166982594613,0.06,True,,9.636735853746359e-14,0.08768548869218498,3.296491990328678,5.5348520905385e-15,0.14718908820670273,1.1095182967024009,0.6959649872585403,3.6617591276017265,1.21080581003298,-1.2426682120629944,-1.21080581003298,0.14718908820670273,0.02166462768712052,0.0012752920692165048,True
d0.15_a0.8_nu1.0,0.15,0.8,1.0,3.2952166982594613,0.08,True,,4.440892098500626e-16,0.08776789104491305,3.2971192912342024,-1.1275702593849246e-17,0.19634245974990883,1.1101507609400225,0.6963407106744759,3.6636821226948086,1.2114476523611302,-1.2444200015088813,-1.2114476523611302,0.19634245974990883,0.038550361500644566,0.0019025929747411574,True
d0.15_a0.8_nu1.5,0.15,0.8,1.5,3.2248466795227917,0.02,True,,7.771561172376096e-16,0.0553822447415958,3.2252922478796138,4.22296746183104e-16,0.04198321291195875,1.1476460367060355,0.8370759486261012,3.961008638058047,1.3091977367785148,-1.3440760568178625,-1.3091977367785148,0.04198321291195875,0.00176259016641086,0.0004455683568220792,True
d0.15_a0.8_nu1.5,0.15,0.8,1.5,3.2248466795227917,0.04,True,,1.3322676295501878e-15,0.05542436475926284,3.2255887531943492,-1.4604203263379745e-16,0.08399030001514313,1.1479101371189138,0.8372342070977188,3.961854223276532,1.3094784383938531,-1.3449246696537598,-1.3094784383938531,0.08399030001514313,0.007054370496633751,0.0007420736715575416,True
d0.15_a0.8_nu1.5,0.15,0.8,1.5,3.2248466795227917,0.06,True,,5.551115123125783e-16,0.055494515350599447,3.2260829595294847,-1.8865117801247777e-17,0.12604511149573533,1.1483505093002853,0.8374981046488417,3.9632641536863957,1.3099464849065043,-1.3463393363874605,-1.3099464849065043,0.12604511149573533,0.01588737013197235,0.001236280006692958,True
d0.15_a0.8_nu1.5,0.15,0.8,1.5,3.2248466795227917,0.08,True,,8.881784197001252e-16,0.05559263300428752,3.2267748304581376,9.020562075079397e-17,0.1681714653251774,1.1489674291604406,0.8378678267600261,3.965239255576307,1.3106021569792574,-1.3483204808748015,-1.3106021569792574,0.1681714653251774,0.028281641749617347,0.0019281509353459292,True
d0.15_a0.8_nu2.0,0.15,0.8,2.0,3.101861535723792,0.02,True,,8.881784197001252e-16,0.022537459359027123,3.1021776911963848,7.933649397162679e-17,0.03127364389956293,1.170702869773503,0.9722982285624717,4.268407512799968,1.410284239507746,-1.4495243034617187,-1.410284239507746,0.03127364389956293,0.0009780408027566696,0.00031615547259278287,True
d0.15_a0.8_nu2.0,0.15,0.8,2.0,3.101861535723792,0.04,True,,1.887379141862766e-15,0.022586973320666885,3.102526821471691,-1.9900530875971434e-16,0.06258379063459658,1.1709564166316204,0.9724509246341734,4.269292700137157,1.410576481721364,-1.4504509774072434,-1.410576481721364,0.06258379063459658,0.003916730850195019,0.0006652857478988139,True
d0.15_a0.8_nu2.0,0.15,0.8,2.0,3.101861535723792,0.06,True,,2.220446049250313e-15,0.022669382505582255,3.103108692388649,-2.5890747878953846e-16,0.09396681721567922,1.1713792752219412,0.9727055977212827,4.270768732461875,1.411063795064365,-1.4519956050877203,-1.411063795064365,0.09396681721567922,0.008829762737644868,0.0012471566648568633,True
d0.15_a0.8_nu2.0,0.15,0.8,2.0,3.101861535723792,0.08,True,,3.3306690738754696e-15,0.022784521671818974,3.1039232562690726,-6.42715047849407e-16,0.12545886391836097,1.1719718906112464,0.9730625414471884,4.272836660958092,1.4117465338331385,-1.4541586006976541,-1.4117465338331385,0.12545886391836097,0.015739926535685816,0.002061720545280643,True
d0.15_a1.2_nu0.0,0.15,1.2,0.0,2.9933634358109944,0.02,True,,2.220446049250313e-16,0.17566026992798067,2.99414411632497,1.338989683019598e-17,0.06258730246064206,0.898333939869212,0.5390239333142026,2.8353689635896444,0.9390709280442024,-0.9580783440314744,-0.9390709280442024,0.06258730246064206,0.003917170429299892,0.0007806805139756179,True
d0.15_a1.2_nu0.0,0.15,1.2,0.0,2.9933634358109944,0.04,True,,6.661338147750939e-16,0.1757031403913644,2.994406266562401,8.998878031629687e-18,0.1251952256090748,0.8986848104955192,0.5393051783102515,2.8361021519067435,0.9393188371359429,-0.9589006664378159,-0.9393188371359429,0.1251952256090748,0.01567384451530714,0.0010428307514067647,True
d0.15_a1.2_nu0.0,0.15,1.2,0.0,2.9933634358109944,0.06,True,,1.5543122344752192e-15,0.17577454701987485,2.994843145325384,2.47198095326695e-17,0.18784438114049595,0.8992697313894965,0.5397740500046507,2.837324659531987,0.9397322005570459,-0.9602711825298711,-0.9397322005570459,0.18784438114049595,0.03528551152605591,0.0014797095143896932,True
d0.15_a1.2_nu0.0,0.15,1.2,0.0,2.9933634358109944,0.08,True,,2.220446049250313e-16,0.17587441969240836,2.9954547394279274,-6.049848122469115e-17,0.25055537308188897,0.9000889717697743,0.5404307820684777,2.8390373306392576,0.9403113078351453,-0.9621900154753991,-0.9403113078351453,0.25055537308188897,0.06277799498020457,0.0020913036169329935,True
d0.15_a1.2_nu0.5,0.15,1.2,0.5,3.0185687246334525,0.02,True,,2.220446049250313e-16,0.1404549181226246,3.0192516046827205,4.2934406030425976e-17,0.05779959934417979,0.9958640366370756,0.6935417704781206,3.164894084403386,1.0474178718704934,-1.0711451693671632,-1.0474178718704934,0.05779959934417979,0.0033407936843477086,0.0006828800492679754,True
d0.15_a1.2_nu0.5,0.15,1.2,0.5,3.0185687246334525,0.04,True,,5.551115123125783e-15,0.14051067041036183,3.019538730557728,3.4163210455018245e-16,0.11562333450461353,0.9962159062246848,0.6938229559289736,3.1656704505967355,1.047678266985713,-1.0722081200351916,-1.047678266985713,0.11562333450461353,0.013368755481965753,0.00097000592427543,True
d0.15_a1.2_nu0.5,0.15,1.2,0.5,3.0185687246334525,0.06,True,,8.881784197001252e-16,0.14060353386259059,3.020017217529144,1.474514954580286e-17,0.17349533674777257,0.9968025843512527,0.6942917987604028,3.166964975558585,1.048112457744537,-1.0739799491429032,-1.048112457744537,0.17349533674777257,0.030100631873223,0.001448492895691711,True
d0.15_a1.2_nu0.5,0.15,1.2,0.5,3.0185687246334525,0.08,True,,6.661338147750939e-16,0.14073341803734546,3.020687019660399,7.827939685345342e-17,0.23143970642786324,0.9976243427690191,0.6949485486536455,3.168778567243862,1.0487207557180227,-1.076460754223985,-1.0487207557180227,0.23143970642786324,0.05356433771141552,0.002118295026946715,True
d0.15_a1.2_nu1.0,0.15,1.2,1.0,3.0215091317030756,0.02,True,,1.454392162258955e-14,0.09937051500590852,3.0220769693262866,1.8131655031561333e-15,0.05121545508484676,1.0867069338718067,0.8440466627601332,3.5494397532947914,1.1738613065926984,-1.2030822665785053,-1.1738613065926984,0.05121545508484676,0.002623022839547956,0.0005678376232109983,True
d0.15_a1.2_nu1.0,0.15,1.2,1.0,3.0215091317030756,0.04,True,,5.10702591327572e-15,0.09944069526761007,3.0223996900529446,1.9981846038907847e-16,0.10246065875484181,1.0870554105301224,0.8443232879830235,3.5502683853201233,1.1741370393028774,-1.2043751539606888,-1.1741370393028774,0.10246065875484181,0.010498186592476142,0.0008905583498690639,True
d0.15_a1.2_nu1.0,0.15,1.2,1.0,3.0215091317030756,0.06,True,,7.771561172376096e-16,0.09955757412320505,3.022937507454251,-8.716985466783456e-17,0.15376533155139444,1.0876364736321802,0.8447845704547803,3.5516501165029695,1.1745968250870646,-1.2065302315191693,-1.1745968250870646,0.15376533155139444,0.023643777187110256,0.0014283757511752704,True
d0.15_a1.2_nu1.0,0.15,1.2,1.0,3.0215091317030756,0.08,True,,2.5475715287326395e-14,0.0997210224765409,3.023690323193307,2.5475715287326395e-14,0.20515914394886703,1.0884505415385535,0.8454308838808265,3.553585941514939,1.1752410030467217,-1.2095479753320535,-1.1752410030467217,0.20515914394886703,0.04209027434583194,0.0021811914902314378,True
d0.15_a1.2_nu1.5,0.15,1.2,1.5,2.989035330565,0.02,True,,1.3322676295501878e-15,0.05468249812259379,2.989473713269801,9.165303065106212e-16,0.04180414976776786,1.1669168360530042,0.9881706914978365,3.967716647155612,1.3114031794248149,-1.3465868658073215,-1.3114031794248149,0.04180414976776786,0.0017475869378059659,0.0004383827048006772,True
d0.15_a1.2_nu1.5,0.15,1.2,1.5,2.989035330565,0.04,True,,1.1324274851176597e-14,0.054769450879175896,2.9898563898982404,7.578573185673676e-17,0.08364975877924083,1.167255945903842,0.9884359653836058,3.9686215462243126,1.3117021302114154,-1.3480866594047451,-1.3117021302114154,0.08364975877924083,0.006997282143825178,0.0008210593332402816,True
d0.15_a1.2_nu1.5,0.15,1.2,1.5,2.989035330565,0.06,True,,4.440892098500626e-16,0.05491420642225035,2.9904941100145077,-1.235990476633475e-16,0.12557818706186002,1.1678215765062312,0.9888784851781997,3.970130528547088,1.3122006573403269,-1.3505868802576628,-1.3122006573403269,0.12557818706186002,0.015769881065743507,0.0014587794495075634,True
d0.15_a1.2_nu1.5,0.15,1.2,1.5,2.989035330565,0.08,True,,2.220446049250313e-16,0.055116526510392394,2.9913866897909247,1.4072944198861848e-16,0.1676306033538783,1.1686143090496877,0.9894987748636733,3.97224471941081,1.3128991428075096,-1.3540880820280252,-1.3128991428075096,0.1676306033538783,0.028100019180785276,0.002351359225924554,True
d0.15_a1.2_nu2.0,0.15,1.2,2.0,2.88145533532053,0.02,True,,7.771561172376096e-14,0.012478577625428323,2.8817633481050935,-3.441520614495819e-14,0.025903943837265256,1.224583825655679,1.1187664084469275,4.362782109054024,1.4413193652735572,-1.4821167088872755,-1.4413193652735572,0.025903943837265256,0.0006710143063241926,0.0003080127845636049,True
d0.15_a1.2_nu2.0,0.15,1.2,2.0,2.88145533532053,0.04,True,,1.1191048088221578e-13,0.012584815456786523,2.8823005095675893,7.321508850577363e-15,0.05190211626894955,1.2249098153502336,1.1190104447230753,4.363867573012612,1.441676203701718,-1.4837842289635055,-1.441676203701718,0.05190211626894955,0.0026938296731955575,0.0008451742470594326,True
d0.15_a1.2_nu2.0,0.15,1.2,2.0,2.88145533532053,0.06,True,,8.659739592076221e-15,0.012761220729725868,2.88319555582,-1.4386278626710158e-15,0.07808734271003187,1.2254541844047624,1.1194181046846925,4.36567785879015,1.4422713242129248,-1.4865635235067582,-1.4422713242129248,0.07808734271003187,0.006097633091513967,0.001740220499470091,True
d0.15_a1.2_nu2.0,0.15,1.2,2.0,2.88145533532053,0.08,True,,4.440892098500626e-16,0.013006842244054071,2.8844481563243165,1.4929463915125396e-16,0.1045497200486031,1.2262184709147677,1.1199907506233595,4.368214725055623,1.4431053086973407,-1.4904547839526638,-1.4431053086973407,0.1045497200486031,0.010930643962241282,0.0029928210037866165,True
d0.15_a1.6_nu0.0,0.15,1.6,0.0,2.3142921267802086,0.02,True,,2.9976021664879227e-15,0.233047390020692,2.315056333720607,5.406916234185211e-16,0.06932487419343428,0.6946681019820928,0.555760423435609,2.2983551394299866,0.7625113629901534,-0.7741205867518923,-0.7625113629901534,0.06932487419343428,0.00480593818193549,0.0007642069403983598,True
d0.15_a1.6_nu0.0,0.15,1.6,0.0,2.3142921267802086,0.04,True,,2.220446049250313e-16,0.2331194545851099,2.315350124126949,-1.745565497701662e-17,0.13868106774449118,0.6952099889558762,0.556271776555915,2.2989853421677253,0.7627257908425236,-0.775401923922439,-0.7627257908425236,0.13868106774449118,0.019232438550752153,0.0010579973467406134,True
d0.15_a1.6_nu0.0,0.15,1.6,0.0,2.3142921267802086,0.06,True,,2.220446049250313e-16,0.23323941789256228,2.3158396810517896,1.6479873021779667e-17,0.2080998770343593,0.6961134307690111,0.557124329171653,2.3000365996449545,0.7630834837718794,-0.777536989400686,-0.7630834837718794,0.2080998770343593,0.04330555882171547,0.001547554271581042,True
d0.15_a1.6_nu0.0,0.15,1.6,0.0,2.3142921267802086,0.08,True,,4.440892098500626e-16,0.23340706625411423,2.3165248362254074,-3.3393426912553537e-17,0.27761255205707264,0.6973788854088494,0.5583185374185459,2.301510273511667,0.7635849055550352,-0.7805250840768678,-0.7635849055550352,0.27761255205707264,0.07706872905964086,0.0022327094451988216,True
d0.15_a1.6_nu0.5,0.15,1.6,0.5,2.4285196301459058,0.02,True,,1.170175067954915e-13,0.18953621337302998,2.429199763001979,-1.4922958702090483e-15,0.06432069838713586,0.8489126951770993,0.7331564311423167,2.7056887233193265,0.896432683396597,-0.9139591612292894,-0.896432683396597,0.06432069838713586,0.004137152241008902,0.0006801328560732678,True
d0.15_a1.6_nu0.5,0.15,1.6,0.5,2.4285196301459058,0.04,True,,2.220446049250313e-16,0.18963970745054023,2.4295328714804016,4.9764879717084654e-17,0.12867982324456448,0.8494710849253274,0.7336819943438947,2.7063933705112504,0.8966688595728556,-0.915806974369969,-0.8966688595728556,0.12867982324456448,0.016558496910252355,0.0010132413344958735,True
d0.15_a1.6_nu0.5,0.15,1.6,0.5,2.4285196301459058,0.06,True,,1.887379141862766e-15,0.1898119937902732,2.4300879002502076,1.3032110113275763e-16,0.1931157600620462,0.8504021706372797,0.734558366932443,2.7075688072345656,0.8970628342958662,-0.9188863319533291,-0.8970628342958662,0.1931157600620462,0.0372936967843418,0.0015682701043018277,True
d0.15_a1.6_nu0.5,0.15,1.6,0.5,2.4285196301459058,0.08,True,,7.229460086133344e-16,0.19005276757906375,2.430864621799592,7.229460086133344e-16,0.2576668109020083,0.851706601551059,0.7357861953113477,2.7092165690801266,0.8976151287333778,-0.9231967312807683,-0.8976151287333778,0.2576668109020083,0.06639218544041131,0.0023449916536861792,True
d0.15_a1.6_nu1.0,0.15,1.6,1.0,2.5316885173347545,0.02,True,,1.176836406102666e-13,0.1359270190243459,2.532265910395567,1.8825164951191686e-14,0.05713508717669103,0.9998287847296173,0.9078887235921673,3.2075481109905013,1.061441622028724,-1.0862276091871945,-1.061441622028724,0.05713508717669103,0.003264418186688084,0.0005773930608126143,True
d0.15_a1.6_nu1.0,0.15,1.6,1.0,2.5316885173347545,0.04,True,,1.8207657603852567e-14,0.1360694387794759,2.5326574715600176,-3.2526065174565133e-19,0.11432043099729988,1.0003935678433735,0.9084176829976673,3.208352543192632,1.0617076854141487,-1.088668882399514,-1.0617076854141487,0.11432043099729988,0.013069160943408403,0.0009689542252631078,True
d0.15_a1.6_nu1.0,0.15,1.6,1.0,2.5316885173347545,0.06,True,,1.3322676295501878e-15,0.13630648413362603,2.53330983297533,1.2880321809127793e-16,0.17160619079632622,1.00133553120055,0.9092999381851045,3.2096943956048563,1.0621515066468419,-1.092737588259884,-1.0621515066468419,0.17160619079632622,0.02944868471962512,0.0016213156405755491,True
d0.15_a1.6_nu1.0,0.15,1.6,1.0,2.5316885173347545,0.08,True,,1.7690059486707987e-14,0.1366376763346635,2.5342226345780277,1.7690059486707987e-14,0.22904233775021984,1.0026556920679748,0.9105365003834905,3.211575369671664,1.0627736597125477,-1.0984337205921033,-1.0627736597125477,0.22904233775021984,0.05246039248208578,0.0025341172432731263,True
d0.15_a1.6_nu1.5,0.15,1.6,1.5,2.6109771669405575,0.02,True,,6.039613253960852e-14,0.07431197576247703,2.6114412438895913,1.3144325038128013e-15,0.04635745504578199,1.1435668366452747,1.0768767315514227,3.7843747994402293,1.2511128792657473,-1.2842138145050073,-1.2511128792657473,0.04635745504578199,0.002149013638321698,0.00046407694903383145,True
d0.15_a1.6_nu1.5,0.15,1.6,1.5,2.6109771669405575,0.04,True,,3.1086244689504383e-15,0.07450546328948202,2.61193974235754,-2.1326256732789872e-16,0.09279130022025783,1.1441202042605612,1.0773892871293114,3.785342177698112,1.251429780700164,-1.2872464167833222,-1.251429780700164,0.09279130022025783,0.008610225396566022,0.0009625754169824141,True
d0.15_a1.6_nu1.5,0.15,1.6,1.5,2.6109771669405575,0.06,True,,8.881784197001252e-16,0.07482730968526466,2.612770079154792,-1.367178939504221e-16,0.13937758304647252,1.1450437711029182,1.0782448269745988,3.786955636375751,1.2519583350203902,-1.2923015613366515,-1.2519583350203902,0.13937758304647252,0.019426110655876343,0.0017929122142343878,True
d0.15_a1.6_nu1.5,0.15,1.6,1.5,2.6109771669405575,0.08,True,,2.4424906541753444e-15,0.0752765787192662,2.6139314809598657,2.5999168096202396e-16,0.18619166225512698,1.1463393520871235,1.0794451632374005,3.789216875067723,1.252699107756598,-1.2993800834556861,-1.252699107756598,0.18619166225512698,0.03466733509332728,0.002954314019308235,True
d0.15_a1.6_nu2.0,0.15,1.6,2.0,2.617377777735177,0.02,True,,3.3737932152860806e-15,0.01240685550756707,2.6177754692245996,3.3737932152860806e-15,0.025845294896022303,1.2654176976321165,1.2283490066001301,4.364079705451331,1.4417453855048734,-1.483152287166401,-1.4417453855048734,0.025845294896022303,0.0006679792682623565,0.00039769148942259136,True
d0.15_a1.6_nu2.0,0.15,1.6,2.0,2.617377777735177,0.04,True,,1.3677947663381929e-13,0.012671391268878831,2.618649878811982,-3.4474918579607827e-15,0.05192440722307523,1.2659369339584543,1.2288092449227022,4.365555274373037,1.4422283847734434,-1.486725513608429,-1.4422283847734434,0.05192440722307523,0.0026961440654677473,0.0012721010768048657,True
d0.15_a1.6_nu2.0,0.15,1.6,2.0,2.617377777735177,0.06,True,,1.1102230246251565e-15,0.01310905526836882,2.6201048301219725,-1.6458188978329957e-16,0.07846252368240889,1.2668071252293307,1.2295811088429662,4.3680146389015135,1.4430333554719255,-1.4926816698839387,-1.4430333554719255,0.07846252368240889,0.0061563676226125755,0.002727052386795492,True
d0.15_a1.6_nu2.0,0.15,1.6,2.0,2.617377777735177,0.08,True,,2.0872192862952943e-14,0.01371542594745725,2.6221363357281584,-4.4116186398435175e-16,0.10566893502295394,1.2680349592685325,1.2306713234679794,4.371457315554835,1.4441600610925889,-1.5010224358474917,-1.4441600610925889,0.10566893502295394,0.01116592382888526,0.004758557992981416,True
d0.18_a0.0_nu0.0,0.18,0.0,0.0,3.4972447682048453,0.02,True,,1.6653345369377348e-15,0.08467426972234343,3.4977863254304853,1.6534083130403943e-17,0.04847139075274576,1.2592692228835538,0.0,3.6868175436220554,1.2190354906369976,-1.2498612516311023,-1.2190354906369976,0.04847139075274576,0.002349475721505367,0.000541557225639977,True
d0.18_a0.0_nu0.0,0.18,0.0,0.0,3.4972447682048453,0.04,True,,2.220446049250313e-16,0.08468257079920974,3.497999912170012,8.326672684688674e-17,0.09695373619843581,1.2595445984609623,0.0,3.6877651060622156,1.2193530324057065,-1.2501980733482334,-1.2193530324057065,0.09695373619843581,0.009400026962835883,0.000755143965166738,True
d0.18_a0.0_nu0.0,0.18,0.0,0.0,3.4972447682048453,0.06,True,,1.1102230246251565e-15,0.08469640549932982,3.49835591449589,-3.144186300207963e-17,0.14545799483618096,1.2600036519036886,0.0,3.689344833497671,1.2198824234756103,-1.2507596050303311,-1.2198824234756103,0.14545799483618096,0.021158028261762447,0.0011111462910444736,True
d0.18_a0.0_nu0.0,0.18,0.0,0.0,3.4972447682048453,0.08,True,,8.881784197001252e-16,0.08471577085677173,3.4988543847023594,-6.5052130349130266e-18,0.19399512850233835,1.2606465410847187,0.0,3.6915574416725576,1.2206239060351436,-1.2515461228952338,-1.2206239060351436,0.19399512850233835,0.037634109882638773,0.0016096164975141214,True
d0.18_a0.0_nu0.5,0.18,0.0,0.5,3.4859916787957794,0.02,True,,1.554312234475219e-14,0.08140236318688913,3.4865216024018193,-3.636685137059503e-15,0.047822273299497946,1.255213371840423,0.1800029791467861,3.7174351291869243,1.2291033820110897,-1.260361029277289,-1.2291033820110897,0.047822273299497946,0.002286969823531874,0.0005299236060398727,True
